cia,npoliza,nsiniestro,monto_ocu_mn,atipico,num_sin_tot,media,desv_est,z_score
H,4606,2.018E+13,24722.32,1,32320,2764.849482,5416.291893,4.053967355
H,2741,2.017E+13,25214.32,1,32320,2764.849482,5416.291893,4.144804409
H,731,2.017E+13,24419.81,1,32320,2764.849482,5416.291893,3.99811549
H,4968,2.016E+13,48261.79,1,32320,2764.849482,5416.291893,8.400016361
H,4803,2.015E+13,36436.81,1,32320,2764.849482,5416.291893,6.216792075
H,836,2.015E+13,46367.47,1,32320,2764.849482,5416.291893,8.050271547
H,7216,2.018E+13,18028.18,1,32320,2764.849482,5416.291893,2.818040611
H,2644,2.016E+13,18801.73,1,32320,2764.849482,5416.291893,2.960859724
H,6136,2.016E+13,42257.37,1,32320,2764.849482,5416.291893,7.291431352
H,6477,2.017E+13,27930.3,1,32320,2764.849482,5416.291893,4.646250796
H,7337,2.018E+13,35328.99,1,32320,2764.849482,5416.291893,6.012257308
H,7958,2.019E+13,20765.67,1,32320,2764.849482,5416.291893,3.32345835
H,6104,2.016E+13,37677.59,1,32320,2764.849482,5416.291893,6.445875002
H,5846,2.017E+13,19700,1,32320,2764.849482,5416.291893,3.12670566
H,2741,2.018E+13,70481.28,1,32320,2764.849482,5416.291893,12.50235989
H,7594,2.019E+13,24949.44,1,32320,2764.849482,5416.291893,4.095900102
H,6312,2.019E+13,55330.45,1,32320,2764.849482,5416.291893,9.705090043
H,5160,2.016E+13,17054.05,1,32320,2764.849482,5416.291893,2.638188783
H,6146,2.017E+13,18144.44,1,32320,2764.849482,5416.291893,2.839505481
H,5160,2.019E+13,33393.72,1,32320,2764.849482,5416.291893,5.654951971
H,3654,2.016E+13,36608.69,1,32320,2764.849482,5416.291893,6.248525963
H,6772,2.016E+13,18253.73,1,32320,2764.849482,5416.291893,2.859683493
H,6960,2.017E+13,29500,1,32320,2764.849482,5416.291893,4.936061617
H,7023,2.017E+13,29510.05,1,32320,2764.849482,5416.291893,4.93791713
H,7619,2.019E+13,23722.93,1,32320,2764.849482,5416.291893,3.869451819
H,239,2.017E+13,27194.89,1,32320,2764.849482,5416.291893,4.510473401
H,4803,2.017E+13,37360.83,1,32320,2764.849482,5416.291893,6.387392187
H,5834,2.015E+13,22706.85,1,32320,2764.849482,5416.291893,3.681854839
H,6477,2.017E+13,53238.89,1,32320,2764.849482,5416.291893,9.318929171
H,5860,2.015E+13,21231.78,1,32320,2764.849482,5416.291893,3.409515381
H,7584,2.018E+13,21552.57,1,32320,2764.849482,5416.291893,3.468742248
H,6062,2.017E+13,26504.74,1,32320,2764.849482,5416.291893,4.383052278
H,5571,2.017E+13,19626.05,1,32320,2764.849482,5416.291893,3.113052408
H,7543,2.019E+13,18819.89,1,32320,2764.849482,5416.291893,2.964212571
H,5121,2.015E+13,21265.52,1,32320,2764.849482,5416.291893,3.415744735
H,6208,2.015E+13,22416.67,1,32320,2764.849482,5416.291893,3.62827944
H,6986,2.019E+13,38140.52,1,32320,2764.849482,5416.291893,6.531344916
H,5160,2.016E+13,44497.98,1,32320,2764.849482,5416.291893,7.705111051
H,4803,2.016E+13,35181.81,1,32320,2764.849482,5416.291893,5.985083736
H,6312,2.016E+13,22569.69,1,32320,2764.849482,5416.291893,3.656531241
H,7679,2.019E+13,30785.88,1,32320,2764.849482,5416.291893,5.173471274
H,4557,2.016E+13,32741.66,1,32320,2764.849482,5416.291893,5.534563334
H,6235,2.016E+13,29699.63,1,32320,2764.849482,5416.291893,4.972918936
H,4690,2.016E+13,17129.67,1,32320,2764.849482,5416.291893,2.652150364
H,7207,2.017E+13,19757.7,1,32320,2764.849482,5416.291893,3.137358705
H,6584,2.017E+13,26657.68,1,32320,2764.849482,5416.291893,4.411289308
H,6554,2.017E+13,33224.29,1,32320,2764.849482,5416.291893,5.623670422
H,7148,2.017E+13,17217.02,1,32320,2764.849482,5416.291893,2.668277634
H,4347,2.015E+13,21188.63,1,32320,2764.849482,5416.291893,3.401548676
H,6325,2.016E+13,52292.58,1,32320,2764.849482,5416.291893,9.144213698
H,5021,2.015E+13,21193.89,1,32320,2764.849482,5416.291893,3.40251982
H,6550,2.016E+13,49900,1,32320,2764.849482,5416.291893,8.702476057
H,5945,2.017E+13,29808.43,1,32320,2764.849482,5416.291893,4.99300648
H,7534,2.019E+13,17465.6,1,32320,2764.849482,5416.291893,2.714172502
H,6104,2.016E+13,22362.04,1,32320,2764.849482,5416.291893,3.618193204
H,7558,2.019E+13,70446.89,1,32320,2764.849482,5416.291893,12.49601053
H,7645,2.019E+13,17182.03,1,32320,2764.849482,5416.291893,2.661817495
H,5964,2.018E+13,20806.3,1,32320,2764.849482,5416.291893,3.330959792
H,5749,2.016E+13,22835.8,1,32320,2764.849482,5416.291893,3.70566264
H,94,2.018E+13,42297.09,1,32320,2764.849482,5416.291893,7.298764782
H,6970,2.017E+13,18702.89,1,32320,2764.849482,5416.291893,2.942611076
H,4539,2.018E+13,21384.76,1,32320,2764.849482,5416.291893,3.437759797
H,7614,2.018E+13,21304.47,1,32320,2764.849482,5416.291893,3.422936002
H,207,2.018E+13,20947.31,1,32320,2764.849482,5416.291893,3.356994209
H,6108,2.016E+13,30725.91,1,32320,2764.849482,5416.291893,5.162399123
H,6104,2.016E+13,39765.38,1,32320,2764.849482,5416.291893,6.831339826
H,6104,2.016E+13,19966.7,1,32320,2764.849482,5416.291893,3.17594599
H,4300,2.016E+13,21281.83,1,32320,2764.849482,5416.291893,3.41875602
H,4402,2.016E+13,19379.62,1,32320,2764.849482,5416.291893,3.06755449
H,4436,2.015E+13,29608.17,1,32320,2764.849482,5416.291893,4.956032845
H,207,2.016E+13,17029.41,1,32320,2764.849482,5416.291893,2.633639545
H,6541,2.018E+13,43821.58,1,32320,2764.849482,5416.291893,7.580228564
H,6581,2.017E+13,54832.72,1,32320,2764.849482,5416.291893,9.613195069
H,6781,2.017E+13,17074.62,1,32320,2764.849482,5416.291893,2.641986584
H,5860,2.015E+13,17830.43,1,32320,2764.849482,5416.291893,2.781530393
H,7771,2.018E+13,22335.82,1,32320,2764.849482,5416.291893,3.613352254
H,7049,2.017E+13,33103.48,1,32320,2764.849482,5416.291893,5.601365495
H,6244,2.016E+13,43384.72,1,32320,2764.849482,5416.291893,7.499571907
H,1491,2.018E+13,21551.72,1,32320,2764.849482,5416.291893,3.468585314
H,4968,2.015E+13,38911.84,1,32320,2764.849482,5416.291893,6.673752307
H,2741,2.016E+13,32250.7,1,32320,2764.849482,5416.291893,5.443918293
H,2741,2.015E+13,18714.18,1,32320,2764.849482,5416.291893,2.944695528
H,4803,2.016E+13,30266.23,1,32320,2764.849482,5416.291893,5.077529251
H,4104,2.016E+13,37215.61,1,32320,2764.849482,5416.291893,6.360580485
H,4428,2.019E+13,17960.04,1,32320,2764.849482,5416.291893,2.805460049
H,94,2.018E+13,25505.99,1,32320,2764.849482,5416.291893,4.198654904
H,2741,2.016E+13,36308.72,1,32320,2764.849482,5416.291893,6.193143054
H,2741,2.019E+13,69585.46,1,32320,2764.849482,5416.291893,12.33696629
H,124,2.019E+13,26077.24,1,32320,2764.849482,5416.291893,4.30412374
H,6541,2.017E+13,36720.43,1,32320,2764.849482,5416.291893,6.269156314
H,7043,2.017E+13,29181.3,1,32320,2764.849482,5416.291893,4.877220622
H,4647,2.019E+13,24278.5,1,32320,2764.849482,5416.291893,3.972025685
H,207,2.018E+13,31890.58,1,32320,2764.849482,5416.291893,5.377430001
H,8042,2.019E+13,29800,1,32320,2764.849482,5416.291893,4.991450064
H,6584,2.017E+13,24555.5,1,32320,2764.849482,5416.291893,4.023167685
H,6102,2.019E+13,23787.02,1,32320,2764.849482,5416.291893,3.881284638
H,7055,2.017E+13,26849.98,1,32320,2764.849482,5416.291893,4.446793303
H,7670,2.019E+13,89337.7,1,32320,2764.849482,5416.291893,15.983786
H,7459,2.018E+13,35627.76,1,32320,2764.849482,5416.291893,6.067418663
H,5875,2.016E+13,22534.63,1,32320,2764.849482,5416.291893,3.650058178
H,6138,2.016E+13,27350,1,32320,2764.849482,5416.291893,4.539111075
H,110,2.018E+13,41676.35,1,32320,2764.849482,5416.291893,7.184158699
H,4803,2.017E+13,38778.25,1,32320,2764.849482,5416.291893,6.649087832
H,4996,2.015E+13,26302.54,1,32320,2764.849482,5416.291893,4.345720464
H,1,2.016E+13,43519.4,1,32320,2764.849482,5416.291893,7.524437627
H,4539,2.016E+13,24900,1,32320,2764.849482,5416.291893,4.086772086
H,4409,2.019E+13,37643.23,1,32320,2764.849482,5416.291893,6.439531179
H,5742,2.015E+13,52132.65,1,32320,2764.849482,5416.291893,9.114686116
H,7049,2.017E+13,30853.45,1,32320,2764.849482,5416.291893,5.185946598
H,5749,2.015E+13,33575.65,1,32320,2764.849482,5416.291893,5.688541372
H,6369,2.016E+13,23268.6,1,32320,2764.849482,5416.291893,3.785569708
H,6136,2.015E+13,40183.37,1,32320,2764.849482,5416.291893,6.90851255
H,7023,2.017E+13,33838.26,1,32320,2764.849482,5416.291893,5.737026573
H,4247,2.017E+13,16810.37,1,32320,2764.849482,5416.291893,2.593198593
H,6586,2.016E+13,22052.26,1,32320,2764.849482,5416.291893,3.560999093
H,6586,2.017E+13,27202.18,1,32320,2764.849482,5416.291893,4.511819341
H,207,2.018E+13,41233.7,1,32320,2764.849482,5416.291893,7.102433044
H,3654,2.016E+13,32248.36,1,32320,2764.849482,5416.291893,5.443486263
H,7613,2.018E+13,31488.21,1,32320,2764.849482,5416.291893,5.303141168
H,6587,2.018E+13,33624.37,1,32320,2764.849482,5416.291893,5.697536456
H,7133,2.019E+13,24146.52,1,32320,2764.849482,5416.291893,3.947658461
H,5773,2.018E+13,22579.6,1,32320,2764.849482,5416.291893,3.658360906
H,72,2.016E+13,43491.46,1,32320,2764.849482,5416.291893,7.519279116
H,7023,2.018E+13,25645.2,1,32320,2764.849482,5416.291893,4.22435699
H,6360,2.018E+13,34815.36,1,32320,2764.849482,5416.291893,5.917426747
H,5160,2.018E+13,35858.24,1,32320,2764.849482,5416.291893,6.109971761
H,6325,2.016E+13,41970.95,1,32320,2764.849482,5416.291893,7.238550154
H,7177,2.018E+13,32787.59,1,32320,2764.849482,5416.291893,5.543043305
H,7089,2.017E+13,22383.07,1,32320,2764.849482,5416.291893,3.622075934
H,3675,2.017E+13,28607.66,1,32320,2764.849482,5416.291893,4.771310525
H,207,2.016E+13,34269.12,1,32320,2764.849482,5416.291893,5.816575462
H,6576,2.017E+13,20868.48,1,32320,2764.849482,5416.291893,3.342439971
H,6607,2.017E+13,22482.68,1,32320,2764.849482,5416.291893,3.640466745
H,7043,2.017E+13,22141.14,1,32320,2764.849482,5416.291893,3.577408844
H,2741,2.016E+13,42921.31,1,32320,2764.849482,5416.291893,7.414013371
H,6612,2.017E+13,17442.49,1,32320,2764.849482,5416.291893,2.709905745
H,4409,2.018E+13,25839.68,1,32320,2764.849482,5416.291893,4.260263474
H,7787,2.019E+13,44735.68,1,32320,2764.849482,5416.291893,7.748997164
H,3675,2.019E+13,27693.22,1,32320,2764.849482,5416.291893,4.602479152
H,7129,2.018E+13,34964.1,1,32320,2764.849482,5416.291893,5.94488834
H,7096,2.018E+13,25501.72,1,32320,2764.849482,5416.291893,4.197866542
H,6581,2.019E+13,16832,1,32320,2764.849482,5416.291893,2.5971921
H,5958,2.015E+13,21726,1,32320,2764.849482,5416.291893,3.50076231
H,6146,2.018E+13,20084.89,1,32320,2764.849482,5416.291893,3.197767192
H,6104,2.016E+13,24193.85,1,32320,2764.849482,5416.291893,3.956396912
H,7614,2.019E+13,40330.2,1,32320,2764.849482,5416.291893,6.935621503
H,6187,2.019E+13,26857.7,1,32320,2764.849482,5416.291893,4.448218633
H,5820,2.018E+13,29900,1,32320,2764.849482,5416.291893,5.00991288
H,6146,2.019E+13,49582.7,1,32320,2764.849482,5416.291893,8.643893543
H,54,2.015E+13,43500,1,32320,2764.849482,5416.291893,7.520855841
H,6550,2.016E+13,31518.02,1,32320,2764.849482,5416.291893,5.308644934
H,5428,2.019E+13,28950,1,32320,2764.849482,5416.291893,4.834516129
H,5785,2.015E+13,44637.65,1,32320,2764.849482,5416.291893,7.730898066
H,2741,2.017E+13,23786.62,1,32320,2764.849482,5416.291893,3.881210786
H,72,2.016E+13,43327.39,1,32320,2764.849482,5416.291893,7.488987174
H,7979,2.019E+13,21496.67,1,32320,2764.849482,5416.291893,3.458421534
H,2740,2.019E+13,21293.1,1,32320,2764.849482,5416.291893,3.42083678
H,4763,2.016E+13,24900,1,32320,2764.849482,5416.291893,4.086772086
H,1128,2.015E+13,17368.62,1,32320,2764.849482,5416.291893,2.696267263
H,4803,2.019E+13,26795.15,1,32320,2764.849482,5416.291893,4.436670141
H,7055,2.019E+13,23975.81,1,32320,2764.849482,5416.291893,3.916140588
H,5128,2.015E+13,30159.1,1,32320,2764.849482,5416.291893,5.057750036
H,7718,2.018E+13,23166.25,1,32320,2764.849482,5416.291893,3.766673016
H,7221,2.017E+13,19075.62,1,32320,2764.849482,5416.291893,3.01142753
H,7049,2.019E+13,31549.68,1,32320,2764.849482,5416.291893,5.314490261
H,7718,2.019E+13,26882.62,1,32320,2764.849482,5416.291893,4.452819566
H,4968,2.015E+13,17665.09,1,32320,2764.849482,5416.291893,2.751003973
H,4861,2.015E+13,20925.87,1,32320,2764.849482,5416.291893,3.353035781
H,7050,2.017E+13,37279.75,1,32320,2764.849482,5416.291893,6.372422536
H,6047,2.015E+13,33563.23,1,32320,2764.849482,5416.291893,5.686248291
H,6104,2.017E+13,30819.36,1,32320,2764.849482,5416.291893,5.179652624
H,5160,2.015E+13,23147.82,1,32320,2764.849482,5416.291893,3.763270319
H,1233,2.015E+13,23238,1,32320,2764.849482,5416.291893,3.779920086
H,3789,2.015E+13,26562.5,1,32320,2764.849482,5416.291893,4.3937164
H,3654,2.019E+13,30737.65,1,32320,2764.849482,5416.291893,5.164566658
H,6112,2.016E+13,27306.31,1,32320,2764.849482,5416.291893,4.531044671
H,7046,2.018E+13,31093.2,1,32320,2764.849482,5416.291893,5.230211199
H,7679,2.019E+13,17214.37,1,32320,2764.849482,5416.291893,2.667788369
H,579,2.017E+13,37876.59,1,32320,2764.849482,5416.291893,6.482616006
H,6312,2.019E+13,53595.38,1,32320,2764.849482,5416.291893,9.384747263
H,6062,2.016E+13,29900,1,32320,2764.849482,5416.291893,5.00991288
H,5746,2.015E+13,18826.01,1,32320,2764.849482,5416.291893,2.965342495
H,2741,2.018E+13,24098.07,1,32320,2764.849482,5416.291893,3.938713227
H,32,2.015E+13,89677.41,1,32320,2764.849482,5416.291893,16.04650603
H,54,2.015E+13,23780,1,32320,2764.849482,5416.291893,3.879988548
H,6047,2.015E+13,24695.64,1,32320,2764.849482,5416.291893,4.049041475
H,6176,2.016E+13,32791.03,1,32320,2764.849482,5416.291893,5.543678426
H,94,2.018E+13,41865.28,1,32320,2764.849482,5416.291893,7.219040497
H,7236,2.019E+13,49873.27,1,32320,2764.849482,5416.291893,8.697540947
H,3675,2.017E+13,22548.56,1,32320,2764.849482,5416.291893,3.652630048
H,6867,2.019E+13,26647.94,1,32320,2764.849482,5416.291893,4.40949103
H,5742,2.015E+13,30731.98,1,32320,2764.849482,5416.291893,5.163519816
H,1201,2.015E+13,23803.86,1,32320,2764.849482,5416.291893,3.884393776
H,6752,2.017E+13,23543.54,1,32320,2764.849482,5416.291893,3.836331374
H,5160,2.015E+13,20145.12,1,32320,2764.849482,5416.291893,3.208887346
H,6104,2.016E+13,28753.95,1,32320,2764.849482,5416.291893,4.798319779
H,302,2.018E+13,33956.9,1,32320,2764.849482,5416.291893,5.758930858
H,110,2.018E+13,43200,1,32320,2764.849482,5416.291893,7.465467393
H,6131,2.016E+13,19903.57,1,32320,2764.849482,5416.291893,3.164290414
H,4861,2.015E+13,18548.05,1,32320,2764.849482,5416.291893,2.914023252
H,7049,2.019E+13,20674.51,1,32320,2764.849482,5416.291893,3.306627647
H,6477,2.017E+13,85336.6,1,32320,2764.849482,5416.291893,15.24507027
H,6104,2.016E+13,20710,1,32320,2764.849482,5416.291893,3.3131801
H,7629,2.018E+13,23989.65,1,32320,2764.849482,5416.291893,3.918695842
H,6581,2.018E+13,80665.1,1,32320,2764.849482,5416.291893,14.38257983
H,6612,2.017E+13,34500,1,32320,2764.849482,5416.291893,5.859202411
H,6477,2.016E+13,70854.03,1,32320,2764.849482,5416.291893,12.57118004
H,7534,2.019E+13,23470.13,1,32320,2764.849482,5416.291893,3.82277782
H,7613,2.018E+13,39600,1,32320,2764.849482,5416.291893,6.800806021
H,7132,2.018E+13,21306.24,1,32320,2764.849482,5416.291893,3.423262794
H,6587,2.016E+13,46813.81,1,32320,2764.849482,5416.291893,8.13267848
H,4409,2.016E+13,17284.88,1,32320,2764.849482,5416.291893,2.680806501
H,5725,2.015E+13,23303.62,1,32320,2764.849482,5416.291893,3.792035386
H,6628,2.017E+13,60704.98,1,32320,2764.849482,5416.291893,10.69737962
H,7619,2.018E+13,23156.47,1,32320,2764.849482,5416.291893,3.764867352
H,2741,2.017E+13,32012.14,1,32320,2764.849482,5416.291893,5.3998734
H,6062,2.017E+13,27505.67,1,32320,2764.849482,5416.291893,4.567852141
H,5160,2.016E+13,33293.31,1,32320,2764.849482,5416.291893,5.636413458
H,7300,2.019E+13,26877.88,1,32320,2764.849482,5416.291893,4.451944429
H,731,2.015E+13,25893.23,1,32320,2764.849482,5416.291893,4.270150312
H,4498,2.016E+13,25547.65,1,32320,2764.849482,5416.291893,4.206346513
H,7167,2.018E+13,21839.1,1,32320,2764.849482,5416.291893,3.521643755
H,579,2.017E+13,27421.06,1,32320,2764.849482,5416.291893,4.552230752
H,6581,2.017E+13,98996.58,1,32320,2764.849482,5416.291893,17.76708723
H,6685,2.018E+13,28315.85,1,32320,2764.849482,5416.291893,4.717434182
H,2741,2.018E+13,18615.6,1,32320,2764.849482,5416.291893,2.926494885
H,5749,2.015E+13,27669.16,1,32320,2764.849482,5416.291893,4.598036998
H,6248,2.016E+13,24900,1,32320,2764.849482,5416.291893,4.086772086
H,7282,2.017E+13,16902.13,1,32320,2764.849482,5416.291893,2.610140073
H,2741,2.016E+13,38417.81,1,32320,2764.849482,5416.291893,6.582540458
H,94,2.018E+13,31745.27,1,32320,2764.849482,5416.291893,5.350601683
H,4037,2.015E+13,20894.14,1,32320,2764.849482,5416.291893,3.34717753
H,72,2.016E+13,43285.45,1,32320,2764.849482,5416.291893,7.481243869
H,7106,2.019E+13,20780.41,1,32320,2764.849482,5416.291893,3.326179769
H,7076,2.017E+13,19832.63,1,32320,2764.849482,5416.291893,3.151192893
H,6691,2.017E+13,19576.32,1,32320,2764.849482,5416.291893,3.103870849
H,7402,2.018E+13,46184.25,1,32320,2764.849482,5416.291893,8.016443976
H,4542,2.015E+13,21451.71,1,32320,2764.849482,5416.291893,3.450120652
H,5398,2.017E+13,31084.34,1,32320,2764.849482,5416.291893,5.228575394
H,4993,2.016E+13,20719.46,1,32320,2764.849482,5416.291893,3.314926683
H,7614,2.018E+13,29868.87,1,32320,2764.849482,5416.291893,5.004165406
H,6312,2.016E+13,28224.51,1,32320,2764.849482,5416.291893,4.700570246
H,3809,2.018E+13,24956.65,1,32320,2764.849482,5416.291893,4.097231271
H,5750,2.015E+13,22663.63,1,32320,2764.849482,5416.291893,3.67387521
H,4803,2.017E+13,31158.94,1,32320,2764.849482,5416.291893,5.242348655
H,6146,2.019E+13,85530.74,1,32320,2764.849482,5416.291893,15.28091398
H,6229,2.017E+13,41216.81,1,32320,2764.849482,5416.291893,7.099314675
H,3654,2.018E+13,38653.92,1,32320,2764.849482,5416.291893,6.626133013
H,836,2.015E+13,23345.04,1,32320,2764.849482,5416.291893,3.799682684
H,7054,2.018E+13,17902.84,1,32320,2764.849482,5416.291893,2.794899318
H,94,2.018E+13,43165.04,1,32320,2764.849482,5416.291893,7.459012793
H,4409,2.015E+13,19500,1,32320,2764.849482,5416.291893,3.089780028
H,5801,2.018E+13,43492.25,1,32320,2764.849482,5416.291893,7.519424972
H,2741,2.015E+13,18151.23,1,32320,2764.849482,5416.291893,2.840759106
H,2741,2.016E+13,43272.8,1,32320,2764.849482,5416.291893,7.478908323
H,7762,2.019E+13,17088.88,1,32320,2764.849482,5416.291893,2.644619382
H,4803,2.017E+13,44881.02,1,32320,2764.849482,5416.291893,7.775831021
H,2741,2.016E+13,40187.5,1,32320,2764.849482,5416.291893,6.909275064
H,7056,2.017E+13,19886.04,1,32320,2764.849482,5416.291893,3.161053883
H,3675,2.018E+13,53956.02,1,32320,2764.849482,5416.291893,9.451331562
H,1,2.018E+13,39989.69,1,32320,2764.849482,5416.291893,6.872753768
H,6146,2.019E+13,69711.59,1,32320,2764.849482,5416.291893,12.36025344
H,2741,2.015E+13,46218.51,1,32320,2764.849482,5416.291893,8.022769337
H,7925,2.019E+13,99900,1,32320,2764.849482,5416.291893,17.933884
H,7112,2.018E+13,21246.03,1,32320,2764.849482,5416.291893,3.412146332
H,3675,2.016E+13,20529.8,1,32320,2764.849482,5416.291893,3.279910106
H,5913,2.016E+13,26768.46,1,32320,2764.849482,5416.291893,4.431742416
H,110,2.018E+13,35134.07,1,32320,2764.849482,5416.291893,5.976269588
H,7046,2.018E+13,29388.46,1,32320,2764.849482,5416.291893,4.915468192
H,6371,2.018E+13,17155.18,1,32320,2764.849482,5416.291893,2.656860229
H,6630,2.018E+13,28537.27,1,32320,2764.849482,5416.291893,4.758314549
H,1589,2.015E+13,17151.54,1,32320,2764.849482,5416.291893,2.656188182
H,7073,2.017E+13,19365.92,1,32320,2764.849482,5416.291893,3.065025085
H,1105,2.018E+13,22964.2,1,32320,2764.849482,5416.291893,3.729368896
H,3784,2.017E+13,18413.36,1,32320,2764.849482,5416.291893,2.889155686
H,3762,2.018E+13,23198.92,1,32320,2764.849482,5416.291893,3.772704818
H,7336,2.017E+13,21458.42,1,32320,2764.849482,5416.291893,3.451359507
H,2741,2.017E+13,19218.57,1,32320,2764.849482,5416.291893,3.037820125
H,6678,2.017E+13,32001.23,1,32320,2764.849482,5416.291893,5.397859106
H,6136,2.016E+13,16984.83,1,32320,2764.849482,5416.291893,2.625408822
H,7209,2.018E+13,38154.52,1,32320,2764.849482,5416.291893,6.53392971
H,4820,2.018E+13,18239.12,1,32320,2764.849482,5416.291893,2.856986075
H,2741,2.015E+13,24796.52,1,32320,2764.849482,5416.291893,4.067666764
H,1201,2.018E+13,18130.87,1,32320,2764.849482,5416.291893,2.837000077
H,94,2.018E+13,37702.14,1,32320,2764.849482,5416.291893,6.450407624
H,94,2.018E+13,32195.42,1,32320,2764.849482,5416.291893,5.433712049
H,4968,2.015E+13,34812.47,1,32320,2764.849482,5416.291893,5.916893172
H,5773,2.015E+13,30297.69,1,32320,2764.849482,5416.291893,5.083337653
H,6607,2.017E+13,27112.88,1,32320,2764.849482,5416.291893,4.495332046
H,6587,2.017E+13,21060.47,1,32320,2764.849482,5416.291893,3.377886731
H,5847,2.015E+13,21102.03,1,32320,2764.849482,5416.291893,3.385559878
H,5736,2.016E+13,39626.43,1,32320,2764.849482,5416.291893,6.805685743
H,4803,2.017E+13,37219.99,1,32320,2764.849482,5416.291893,6.361389157
H,2741,2.018E+13,50191.17,1,32320,2764.849482,5416.291893,8.756234238
H,5160,2.016E+13,44947.96,1,32320,2764.849482,5416.291893,7.78819003
H,6581,2.017E+13,86879.5,1,32320,2764.849482,5416.291893,15.52993306
H,6477,2.017E+13,75725.67,1,32320,2764.849482,5416.291893,13.47062196
H,579,2.016E+13,39293.54,1,32320,2764.849482,5416.291893,6.744224876
H,4440,2.015E+13,37029.36,1,32320,2764.849482,5416.291893,6.326193491
