cia,npoliza,nsiniestro,monto_ocu_mn,atipico,num_sin_tot,media,desv_est,z_score
H,7063,2.017E+13,25303.45,1,32320,2764.849482,5416.291893,4.161260317
H,6431,2.016E+13,38860.79,1,32320,2764.849482,5416.291893,6.66432704
H,579,2.016E+13,39500,1,32320,2764.849482,5416.291893,6.782343205
H,6550,2.016E+13,27052.06,1,32320,2764.849482,5416.291893,4.484102962
H,8101,2.019E+13,17245.72,1,32320,2764.849482,5416.291893,2.673576462
H,94,2.018E+13,41325.54,1,32320,2764.849482,5416.291893,7.119389294
H,4803,2.015E+13,43115.11,1,32320,2764.849482,5416.291893,7.449794309
H,6459,2.016E+13,47168.16,1,32320,2764.849482,5416.291893,8.198101468
H,6533,2.019E+13,20052.46,1,32320,2764.849482,5416.291893,3.191779701
H,6312,2.017E+13,19993.59,1,32320,2764.849482,5416.291893,3.180910641
H,2741,2.015E+13,17088.81,1,32320,2764.849482,5416.291893,2.644606458
H,7534,2.018E+13,23516.19,1,32320,2764.849482,5416.291893,3.831281793
H,579,2.017E+13,21086.72,1,32320,2764.849482,5416.291893,3.38273322
H,6102,2.018E+13,19307.13,1,32320,2764.849482,5416.291893,3.054170795
H,94,2.018E+13,32621.1,1,32320,2764.849482,5416.291893,5.512304563
H,7038,2.018E+13,19877.45,1,32320,2764.849482,5416.291893,3.159467927
H,6581,2.017E+13,44811.22,1,32320,2764.849482,5416.291893,7.762943975
H,5749,2.017E+13,31573.12,1,32320,2764.849482,5416.291893,5.318817945
H,6146,2.019E+13,68609.92,1,32320,2764.849482,5416.291893,12.15685414
H,579,2.016E+13,30267.95,1,32320,2764.849482,5416.291893,5.077846811
H,6550,2.016E+13,49900,1,32320,2764.849482,5416.291893,8.702476057
H,5746,2.019E+13,49599.99,1,32320,2764.849482,5416.291893,8.647085763
H,5160,2.016E+13,19805.06,1,32320,2764.849482,5416.291893,3.146102694
H,2748,2.015E+13,19120.96,1,32320,2764.849482,5416.291893,3.019798571
H,7481,2.018E+13,25216.56,1,32320,2764.849482,5416.291893,4.145217976
H,6521,2.017E+13,17749.5,1,32320,2764.849482,5416.291893,2.766588436
H,6062,2.017E+13,18398.5,1,32320,2764.849482,5416.291893,2.886412111
H,5887,2.017E+13,44036.5,1,32320,2764.849482,5416.291893,7.619908848
H,6581,2.019E+13,60161.38,1,32320,2764.849482,5416.291893,10.59701575
H,6477,2.017E+13,88735.27,1,32320,2764.849482,5416.291893,15.87256046
H,6640,2.018E+13,19993.06,1,32320,2764.849482,5416.291893,3.180812788
H,6150,2.018E+13,19000.03,1,32320,2764.849482,5416.291893,2.997471488
H,2741,2.016E+13,30502.86,1,32320,2764.849482,5416.291893,5.121217812
H,6312,2.018E+13,27636.71,1,32320,2764.849482,5416.291893,4.592045815
H,6312,2.017E+13,31399.32,1,32320,2764.849482,5416.291893,5.286729571
H,5736,2.016E+13,27190.03,1,32320,2764.849482,5416.291893,4.509576109
H,4300,2.016E+13,17459.54,1,32320,2764.849482,5416.291893,2.713053655
H,1512,2.018E+13,32269.63,1,32320,2764.849482,5416.291893,5.447413304
H,4803,2.016E+13,33946.16,1,32320,2764.849482,5416.291893,5.756947951
H,94,2.018E+13,41820.05,1,32320,2764.849482,5416.291893,7.210689765
H,72,2.017E+13,43454.77,1,32320,2764.849482,5416.291893,7.512505109
H,7534,2.019E+13,32137.78,1,32320,2764.849482,5416.291893,5.423070082
H,6326,2.016E+13,22169.42,1,32320,2764.849482,5416.291893,3.582630128
H,7535,2.019E+13,25972.92,1,32320,2764.849482,5416.291893,4.28486333
H,4428,2.018E+13,17065.68,1,32320,2764.849482,5416.291893,2.640336009
H,7402,2.018E+13,83867.45,1,32320,2764.849482,5416.291893,14.97382381
H,4816,2.018E+13,21285.75,1,32320,2764.849482,5416.291893,3.419479763
H,7534,2.019E+13,32883.87,1,32320,2764.849482,5416.291893,5.560819305
H,7104,2.017E+13,28296.82,1,32320,2764.849482,5416.291893,4.713920709
H,1201,2.015E+13,21972.36,1,32320,2764.849482,5416.291893,3.546247303
H,731,2.016E+13,52449.62,1,32320,2764.849482,5416.291893,9.173207704
H,4557,2.016E+13,33485.46,1,32320,2764.849482,5416.291893,5.671889759
H,72,2.017E+13,43147.22,1,32320,2764.849482,5416.291893,7.455722719
H,4993,2.015E+13,30000,1,32320,2764.849482,5416.291893,5.028375696
H,4803,2.018E+13,22760.57,1,32320,2764.849482,5416.291893,3.691773064
H,7470,2.019E+13,26617.51,1,32320,2764.849482,5416.291893,4.403872795
H,579,2.016E+13,33965.69,1,32320,2764.849482,5416.291893,5.760553739
H,7408,2.017E+13,52891.78,1,32320,2764.849482,5416.291893,9.25484289
H,7407,2.018E+13,21937.46,1,32320,2764.849482,5416.291893,3.53980378
H,7451,2.018E+13,35932.69,1,32320,2764.849482,5416.291893,6.123717328
H,2741,2.019E+13,55859.96,1,32320,2764.849482,5416.291893,9.802852499
H,5742,2.015E+13,39302.65,1,32320,2764.849482,5416.291893,6.745906838
H,6477,2.016E+13,47457.7,1,32320,2764.849482,5416.291893,8.251558705
H,4539,2.016E+13,21465.52,1,32320,2764.849482,5416.291893,3.452670367
H,207,2.018E+13,52028.87,1,32320,2764.849482,5416.291893,9.095525406
H,6112,2.016E+13,23372.83,1,32320,2764.849482,5416.291893,3.804813501
H,2741,2.015E+13,17167.72,1,32320,2764.849482,5416.291893,2.659175466
H,7046,2.018E+13,19384.19,1,32320,2764.849482,5416.291893,3.068398241
H,7653,2.018E+13,21512.25,1,32320,2764.849482,5416.291893,3.461298041
H,4803,2.016E+13,33605.93,1,32320,2764.849482,5416.291893,5.694131913
H,6592,2.016E+13,24800,1,32320,2764.849482,5416.291893,4.06830927
H,5798,2.016E+13,38723.26,1,32320,2764.849482,5416.291893,6.638935129
H,6735,2.017E+13,43031.38,1,32320,2764.849482,5416.291893,7.434335393
H,2741,2.017E+13,22932.37,1,32320,2764.849482,5416.291893,3.723492182
H,200,2.017E+13,21053.06,1,32320,2764.849482,5416.291893,3.376518637
H,8035,2.019E+13,38559.74,1,32320,2764.849482,5416.291893,6.608744733
H,4803,2.017E+13,38644.94,1,32320,2764.849482,5416.291893,6.624475052
H,579,2.016E+13,35348.63,1,32320,2764.849482,5416.291893,6.015883405
H,6104,2.017E+13,22925.84,1,32320,2764.849482,5416.291893,3.72228656
H,7048,2.017E+13,18129.74,1,32320,2764.849482,5416.291893,2.836791447
H,4803,2.017E+13,30798.8,1,32320,2764.849482,5416.291893,5.175856669
H,5121,2.016E+13,24700,1,32320,2764.849482,5416.291893,4.049846454
H,7038,2.017E+13,24600,1,32320,2764.849482,5416.291893,4.031383638
H,6581,2.017E+13,40130.16,1,32320,2764.849482,5416.291893,6.898688486
H,6477,2.017E+13,82485.36,1,32320,2764.849482,5416.291893,14.71865108
H,5160,2.016E+13,35836.57,1,32320,2764.849482,5416.291893,6.105970869
H,5887,2.017E+13,18668.01,1,32320,2764.849482,5416.291893,2.936171246
H,6612,2.018E+13,21279.42,1,32320,2764.849482,5416.291893,3.418311067
H,4445,2.015E+13,27164.23,1,32320,2764.849482,5416.291893,4.504812702
H,6550,2.016E+13,38837.16,1,32320,2764.849482,5416.291893,6.659964276
H,5140,2.015E+13,25913.44,1,32320,2764.849482,5416.291893,4.273881647
H,1,2.016E+13,366180.12,1,32320,2764.849482,5416.291893,67.09669229
H,6681,2.017E+13,21218.88,1,32320,2764.849482,5416.291893,3.407133678
H,1,2.019E+13,32787.96,1,32320,2764.849482,5416.291893,5.543111618
H,5234,2.015E+13,22342.91,1,32320,2764.849482,5416.291893,3.614661267
H,6235,2.016E+13,21322.57,1,32320,2764.849482,5416.291893,3.426277772
H,94,2.018E+13,43200,1,32320,2764.849482,5416.291893,7.465467393
H,3675,2.017E+13,18062.91,1,32320,2764.849482,5416.291893,2.824452747
H,7945,2.019E+13,33744.65,1,32320,2764.849482,5416.291893,5.719743531
H,6104,2.017E+13,43824.39,1,32320,2764.849482,5416.291893,7.580747369
H,207,2.015E+13,31022.67,1,32320,2764.849482,5416.291893,5.217189375
H,6685,2.017E+13,18410.89,1,32320,2764.849482,5416.291893,2.888699654
H,1,2.015E+13,42871.2,1,32320,2764.849482,5416.291893,7.404761654
H,6814,2.017E+13,27480.87,1,32320,2764.849482,5416.291893,4.563273362
H,7771,2.019E+13,27079,1,32320,2764.849482,5416.291893,4.489076844
H,4993,2.015E+13,26081.11,1,32320,2764.849482,5416.291893,4.304838251
H,6436,2.016E+13,21560.41,1,32320,2764.849482,5416.291893,3.470189733
H,6364,2.018E+13,21415.93,1,32320,2764.849482,5416.291893,3.443514657
H,5160,2.018E+13,38922.76,1,32320,2764.849482,5416.291893,6.675768447
H,7620,2.018E+13,43092.62,1,32320,2764.849482,5416.291893,7.445642021
H,72,2.016E+13,43366.22,1,32320,2764.849482,5416.291893,7.496156286
H,6628,2.017E+13,39496.97,1,32320,2764.849482,5416.291893,6.781783782
H,7115,2.017E+13,16870,1,32320,2764.849482,5416.291893,2.60420797
H,7096,2.019E+13,22944.28,1,32320,2764.849482,5416.291893,3.725691103
H,579,2.017E+13,39500,1,32320,2764.849482,5416.291893,6.782343205
H,4861,2.015E+13,19572.42,1,32320,2764.849482,5416.291893,3.103150799
H,7771,2.018E+13,49490.2,1,32320,2764.849482,5416.291893,8.626815438
H,4519,2.015E+13,29193.74,1,32320,2764.849482,5416.291893,4.879517397
H,7600,2.019E+13,23971.77,1,32320,2764.849482,5416.291893,3.91539469
H,836,2.015E+13,57919.22,1,32320,2764.849482,5416.291893,10.18304988
H,7240,2.018E+13,19700,1,32320,2764.849482,5416.291893,3.12670566
H,2741,2.017E+13,43500.58,1,32320,2764.849482,5416.291893,7.520962925
H,6174,2.016E+13,20297.21,1,32320,2764.849482,5416.291893,3.236967443
H,6592,2.017E+13,20935.38,1,32320,2764.849482,5416.291893,3.354791595
H,7426,2.019E+13,17270.5,1,32320,2764.849482,5416.291893,2.678151548
H,7459,2.018E+13,17372.38,1,32320,2764.849482,5416.291893,2.696961465
H,6587,2.019E+13,22937.95,1,32320,2764.849482,5416.291893,3.724522407
H,7543,2.018E+13,23870.47,1,32320,2764.849482,5416.291893,3.896691858
H,6581,2.018E+13,17401.07,1,32320,2764.849482,5416.291893,2.702258447
H,836,2.016E+13,59500,1,32320,2764.849482,5416.291893,10.47490638
H,7718,2.019E+13,34269.06,1,32320,2764.849482,5416.291893,5.816564384
H,7580,2.018E+13,49800,1,32320,2764.849482,5416.291893,8.684013241
H,6708,2.017E+13,31855.61,1,32320,2764.849482,5416.291893,5.370973554
H,6104,2.016E+13,30004.2,1,32320,2764.849482,5416.291893,5.029151134
H,7038,2.017E+13,24600,1,32320,2764.849482,5416.291893,4.031383638
H,4803,2.016E+13,34591.05,1,32320,2764.849482,5416.291893,5.876012805
H,7054,2.018E+13,23107.34,1,32320,2764.849482,5416.291893,3.755796571
H,6246,2.019E+13,32571.93,1,32320,2764.849482,5416.291893,5.503226397
H,7771,2.018E+13,51889.94,1,32320,2764.849482,5416.291893,9.069875016
H,7594,2.019E+13,22579.45,1,32320,2764.849482,5416.291893,3.658333212
H,6393,2.016E+13,19137.39,1,32320,2764.849482,5416.291893,3.022832012
H,6344,2.016E+13,50642.95,1,32320,2764.849482,5416.291893,8.839645548
H,6689,2.018E+13,23739.19,1,32320,2764.849482,5416.291893,3.872453873
H,7426,2.018E+13,17728.12,1,32320,2764.849482,5416.291893,2.762641086
H,6537,2.018E+13,23631.29,1,32320,2764.849482,5416.291893,3.852532495
H,5875,2.016E+13,16733.15,1,32320,2764.849482,5416.291893,2.578941607
H,6678,2.017E+13,33957.69,1,32320,2764.849482,5416.291893,5.759076714
H,7747,2.018E+13,42943.92,1,32320,2764.849482,5416.291893,7.418187814
H,6108,2.016E+13,25675.94,1,32320,2764.849482,5416.291893,4.23003246
H,8139,2.019E+13,50374.04,1,32320,2764.849482,5416.291893,8.78999719
H,8147,2.019E+13,26248.53,1,32320,2764.849482,5416.291893,4.335748697
H,7539,2.018E+13,29446.44,1,32320,2764.849482,5416.291893,4.926172933
H,5845,2.018E+13,16889.35,1,32320,2764.849482,5416.291893,2.607780525
H,8035,2.019E+13,22049.1,1,32320,2764.849482,5416.291893,3.560415668
H,6136,2.016E+13,39812.18,1,32320,2764.849482,5416.291893,6.839980424
H,7141,2.018E+13,17418.18,1,32320,2764.849482,5416.291893,2.705417435
H,7129,2.018E+13,29485.69,1,32320,2764.849482,5416.291893,4.933419588
H,7402,2.019E+13,23250.85,1,32320,2764.849482,5416.291893,3.782292558
H,6665,2.019E+13,22764.85,1,32320,2764.849482,5416.291893,3.692563273
H,6119,2.018E+13,19145.4,1,32320,2764.849482,5416.291893,3.024310883
H,7038,2.018E+13,21645.97,1,32320,2764.849482,5416.291893,3.485986518
H,6250,2.017E+13,24670.07,1,32320,2764.849482,5416.291893,4.044320533
H,6587,2.018E+13,21921.98,1,32320,2764.849482,5416.291893,3.536945736
H,7306,2.018E+13,51120.85,1,32320,2764.849482,5416.291893,8.927879345
H,2741,2.019E+13,20605.21,1,32320,2764.849482,5416.291893,3.293832916
H,7699,2.018E+13,19982.45,1,32320,2764.849482,5416.291893,3.178853883
H,2741,2.017E+13,35832.24,1,32320,2764.849482,5416.291893,6.105171429
H,3809,2.017E+13,25000,1,32320,2764.849482,5416.291893,4.105234902
H,5160,2.019E+13,39961.04,1,32320,2764.849482,5416.291893,6.867464172
H,4861,2.018E+13,24025.28,1,32320,2764.849482,5416.291893,3.925274143
H,6587,2.018E+13,35537.21,1,32320,2764.849482,5416.291893,6.050700584
H,7133,2.019E+13,17276.95,1,32320,2764.849482,5416.291893,2.6793424
H,7096,2.019E+13,23892.77,1,32320,2764.849482,5416.291893,3.900809066
H,6541,2.016E+13,44142.38,1,32320,2764.849482,5416.291893,7.639457277
H,4803,2.017E+13,23811.43,1,32320,2764.849482,5416.291893,3.885791411
H,7046,2.018E+13,21523.8,1,32320,2764.849482,5416.291893,3.463430496
H,7372,2.017E+13,39379.37,1,32320,2764.849482,5416.291893,6.76007151
H,7534,2.019E+13,38833.08,1,32320,2764.849482,5416.291893,6.659210994
H,6541,2.017E+13,28599.34,1,32320,2764.849482,5416.291893,4.769774419
