cia,año_mes_ocu,año_mes_mov,atipico,moneda,tipocambio,monto_ocu,monto_pag,monto_gto,monto_syr
H,201211,201405,0,MXP,13.0901,0,-1350,0,0
H,201211,201407,0,MXP,12.9712,0,-450,0,0
H,201211,201408,0,MXP,13.2269,0,-7183,0,0
H,201211,201409,0,MXP,13.0763,1183.98,-2783.98,0,0
H,201211,201410,0,MXP,13.433,-54964.38,0,0,0
H,201211,201412,0,MXP,13.8965,5337.31,-5337.31,0,0
H,201211,201502,0,MXP,14.9885,6935.02,-6935.02,0,0
H,201212,201212,0,MXP,12.9268,567639.08,-245103.84,3780,0
H,201212,201301,0,MXP,12.9658,59479.73,-159828.6,1100,0
H,201212,201302,0,MXP,12.7094,91922.11,-167399.44,3400,0
H,201212,201303,0,MXP,12.7795,63130.19,-96549.72,600,0
H,201212,201304,0,MXP,12.3612,13359.46,-59398.71,300,0
H,201212,201305,0,MXP,12.1456,5494,-8494,0,0
H,201212,201306,0,MXP,12.8035,2148.47,-7895.93,0,0
H,201212,201307,0,MXP,13.0279,18783.21,-14318.21,150,0
H,201212,201308,0,MXP,12.8464,844.09,-11359.29,0,0
H,201212,201309,0,MXP,13.3415,777.89,-5441.3,0,0
H,201212,201310,0,MXP,13.1747,300,-1564.26,0,0
H,201212,201311,0,MXP,13.0067,-605,-2805.18,0,0
H,201212,201312,0,MXP,13.1101,204.53,-4653.55,150,0
H,201212,201401,0,MXP,13.0843,1000,-1000,0,0
H,201212,201402,0,MXP,13.3769,-1005.95,0,0,0
H,201212,201403,0,MXP,13.2379,4577.11,0,0,0
H,201212,201404,0,MXP,13.0549,0,-4267.84,0,0
H,201212,201405,0,MXP,13.0901,622.41,-2122.41,0,0
H,201212,201409,0,MXP,13.0763,1392.16,-1392.16,0,0
H,201212,201410,0,MXP,13.433,-36469.05,0,0,0
H,201301,201301,0,MXP,12.9658,733540.95,-82800.63,100,0
H,201301,201302,0,MXP,12.7094,139472.12,-402921.59,4400,0
H,201301,201303,0,MXP,12.7795,93913.89,-318227.25,9300,0
H,201301,201304,0,MXP,12.3612,105048.28,-171630.82,3750,0
H,201301,201305,0,MXP,12.1456,17112.5,-25964.66,550,0
H,201301,201306,0,MXP,12.8035,29888.47,-38970.17,550,0
H,201301,201307,0,MXP,13.0279,2017.76,-18107.74,200,0
H,201301,201308,0,MXP,12.8464,9491.71,-25646.38,150,0
H,201301,201309,0,MXP,13.3415,2304.11,-4104.11,0,0
H,201301,201310,0,MXP,13.1747,11762.11,-12971.11,0,0
H,201301,201311,0,MXP,13.0067,0,-291,150,0
H,201301,201312,0,MXP,13.1101,3410.56,-10643.29,550,0
H,201301,201402,0,MXP,13.3769,605,0,0,0
H,201301,201403,0,MXP,13.2379,0,-330,0,0
H,201301,201404,0,MXP,13.0549,0,-7000,0,0
H,201301,201407,0,MXP,12.9712,0,-1755,0,0
H,201301,201410,0,MXP,13.433,-2299,0,0,0
H,201301,201411,0,MXP,13.4773,-5899.38,0,0,0
H,201301,201501,0,MXP,14.7414,-605,0,0,0
H,201301,201502,0,MXP,14.9885,-18400.33,0,0,0
H,201302,201302,0,MXP,12.7094,1003041.2,-148180.31,1200,0
H,201302,201303,0,MXP,12.7795,596311.39,-721967.98,8400,0
H,201302,201304,0,MXP,12.3612,237183.53,-709725.66,11900,0
H,201302,201305,0,MXP,12.1456,56447.65,-73836,2050,0
H,201302,201306,0,MXP,12.8035,61656.89,-83441.2,2150,0
H,201302,201307,0,MXP,13.0279,59061.33,-72886.89,1600,0
H,201302,201308,0,MXP,12.8464,15359.8,-66654.27,580,0
H,201302,201309,0,MXP,13.3415,559.56,-12819.94,0,0
H,201302,201310,0,MXP,13.1747,14799,-18547.52,0,0
H,201302,201311,0,MXP,13.0067,4835.77,-6072.73,150,0
H,201302,201312,0,MXP,13.1101,29182.65,-67003.3,350,0
H,201302,201401,0,MXP,13.0843,-1094.82,0,0,0
H,201302,201402,0,MXP,13.3769,-3232.52,-700,0,0
H,201302,201403,0,MXP,13.2379,2882.52,-650.75,0,0
H,201302,201404,0,MXP,13.0549,2140,0,550,0
H,201302,201406,0,MXP,12.8609,300,-2782.38,0,0
H,201302,201407,0,MXP,12.9712,-13765.16,-376,0,0
H,201302,201408,0,MXP,13.2269,-1775.29,0,0,0
H,201302,201409,0,MXP,13.0763,0,-13285.44,0,0
H,201302,201410,0,MXP,13.433,-4430,-7200,0,0
H,201302,201411,0,MXP,13.4773,-2874.72,0,0,0
H,201302,201502,0,MXP,14.9885,-44724.22,-1049.88,0,0
H,201302,201503,0,MXP,14.9553,-2544.31,0,0,0
H,201302,201504,0,MXP,15.2647,-2140,0,0,0
H,201303,201303,0,MXP,12.7795,857997.08,-107647.7,2000,0
H,201303,201304,0,MXP,12.3612,365731.01,-646890.13,12400,0
H,201303,201305,0,MXP,12.1456,185936.43,-256953.69,8950,0
H,201303,201306,0,MXP,12.8035,82758.82,-171594.47,1850,0
H,201303,201307,0,MXP,13.0279,79977.71,-194157.03,2700,0
H,201303,201308,0,MXP,12.8464,37146.95,-54038.73,150,0
H,201303,201309,0,MXP,13.3415,24289.82,-13684.72,0,0
H,201303,201310,0,MXP,13.1747,12130.27,-120297.98,100,0
H,201303,201311,0,MXP,13.0067,27.59,-1470.33,0,0
H,201303,201312,0,MXP,13.1101,416.79,-14838.39,150,0
H,201303,201401,0,MXP,13.0843,-500,0,0,0
H,201303,201403,0,MXP,13.2379,800,-400,0,0
H,201303,201404,0,MXP,13.0549,-764.99,-800,0,0
H,201303,201406,0,MXP,12.8609,-1156.5,-4656.91,0,0
H,201303,201407,0,MXP,12.9712,0,-450,0,0
H,201303,201408,0,MXP,13.2269,424.98,-1600,0,0
H,201303,201410,0,MXP,13.433,-23108.84,0,0,0
H,201303,201411,0,MXP,13.4773,-6236.48,0,0,0
H,201303,201501,0,MXP,14.7414,-682.16,0,0,0
H,201303,201503,0,MXP,14.9553,-25035.2,0,0,0
H,201303,201504,0,MXP,15.2647,-673.2,0,0,0
H,201303,201508,0,MXP,16.0772,673.2,0,0,0
H,201303,201509,0,MXP,16.7829,0,-673.2,0,0
H,201304,201304,0,MXP,12.3612,935830.75,-94524.45,150,0
H,201304,201305,0,MXP,12.1456,300259.35,-653951.67,14000,0
H,201304,201306,0,MXP,12.8035,232985.96,-377849.2,10000,0
H,201304,201307,0,MXP,13.0279,104053.62,-278060.78,5600,0
H,201304,201308,0,MXP,12.8464,48591.98,-97529.6,1500,0
H,201304,201309,0,MXP,13.3415,16848.91,-34815.13,150,0
H,201304,201310,0,MXP,13.1747,19885.81,-19742.91,450,0
H,201304,201311,0,MXP,13.0067,26642.17,-27768.73,0,0
H,201304,201312,0,MXP,13.1101,12488.11,-32254.65,300,0
H,201304,201401,0,MXP,13.0843,2200,0,0,0
H,201304,201402,0,MXP,13.3769,4975,-30078.66,0,0
H,201304,201403,0,MXP,13.2379,1298,-2000,0,0
H,201304,201404,0,MXP,13.0549,0,-275,0,0
H,201304,201405,0,MXP,13.0901,1820,-1920,0,0
H,201304,201407,0,MXP,12.9712,1000,-1000,0,0
H,201304,201408,0,MXP,13.2269,0,-5753,0,0
H,201304,201409,0,MXP,13.0763,17269.55,-25839.05,150,0
H,201304,201410,0,MXP,13.433,-12258.56,0,0,0
H,201304,201411,0,MXP,13.4773,-9644.79,0,0,0
H,201304,201412,0,MXP,13.8965,1639.19,-1639.19,0,0
H,201304,201502,0,MXP,14.9885,2665,0,0,0
H,201304,201503,0,MXP,14.9553,-19758.03,-3790,0,0
H,201304,201504,0,MXP,15.2647,0,0,0,0
H,201305,201305,0,MXP,12.1456,1129990.26,-105372.97,1150,0
H,201305,201306,0,MXP,12.8035,398795.47,-637604.95,5200,0
H,201305,201307,0,MXP,13.0279,253754.51,-661802.33,21600,0
H,201305,201308,0,MXP,12.8464,227991.46,-285551,3300,0
H,201305,201309,0,MXP,13.3415,32049.82,-164937.14,450,0
H,201305,201310,0,MXP,13.1747,47847.2,-54474.83,600,0
H,201305,201311,0,MXP,13.0067,5898.63,-6222.66,0,0
H,201305,201312,0,MXP,13.1101,30099.28,-155212.07,750,0
H,201305,201401,0,MXP,13.0843,455,-1955,0,0
H,201305,201402,0,MXP,13.3769,15489.94,-1300,400,0
H,201305,201403,0,MXP,13.2379,20872.65,-3904.43,0,0
H,201305,201404,0,MXP,13.0549,0,-26441.22,0,0
H,201305,201405,0,MXP,13.0901,3177.65,-2884.43,0,0
H,201305,201406,0,MXP,12.8609,-379.43,-1113.48,0,0
H,201305,201407,0,MXP,12.9712,0,-879.6,0,0
H,201305,201408,0,MXP,13.2269,-68.7,0,0,0
H,201305,201409,0,MXP,13.0763,6028.03,-14570.69,0,0
H,201305,201410,0,MXP,13.433,-11484.06,0,0,0
H,201305,201411,0,MXP,13.4773,-0.01,-1491.75,0,0
H,201305,201501,0,MXP,14.7414,-5029.15,0,0,0
H,201305,201503,0,MXP,14.9553,-29570,0,0,0
H,201305,201506,0,MXP,15.3815,130,-330,0,0
H,201306,201306,0,MXP,12.8035,833787.08,-51834.74,0,0
H,201306,201307,0,MXP,13.0279,376771.73,-791458.93,24150,0
H,201306,201308,0,MXP,12.8464,226498.57,-336277.51,4300,0
H,201306,201309,0,MXP,13.3415,26156.24,-211422.88,800,0
H,201306,201310,0,MXP,13.1747,53001.93,-66684.99,450,0
H,201306,201311,0,MXP,13.0067,3135.96,-4588.95,150,0
H,201306,201312,0,MXP,13.1101,38070.78,-66356.6,250,0
H,201306,201401,0,MXP,13.0843,-4584.73,-680.33,0,0
H,201306,201402,0,MXP,13.3769,550,0,200,0
H,201306,201403,0,MXP,13.2379,1906.9,673.55,0,0
H,201306,201404,0,MXP,13.0549,0.01,-2124.14,0,0
H,201306,201405,0,MXP,13.0901,6600,-7150,0,0
H,201306,201406,0,MXP,12.8609,1500,0,200,0
H,201306,201407,0,MXP,12.9712,-97.12,-966.99,0,0
H,201306,201408,0,MXP,13.2269,1830,-2265.89,0,0
H,201306,201410,0,MXP,13.433,-1761.12,-135.81,0,0
H,201306,201412,0,MXP,13.8965,116.69,-3360.19,150,0
H,201306,201501,0,MXP,14.7414,-8387.88,-220,0,0
H,201306,201503,0,MXP,14.9553,-9251.09,0,0,0
H,201306,201506,0,MXP,15.3815,-989.55,0,0,0
H,201307,201307,0,MXP,13.0279,72634.94,-10682.21,450,0
H,201307,201308,0,MXP,12.8464,59215.91,-109068.54,1950,0
H,201307,201309,0,MXP,13.3415,10577.53,-15077.63,0,0
H,201307,201310,0,MXP,13.1747,20716.48,-20716.48,300,0
H,201307,201311,0,MXP,13.0067,12359.33,-15359.33,100,0
H,201307,201312,0,MXP,13.1101,8934.1,-13534.1,0,0
H,201307,201401,0,MXP,13.0843,1578.29,-1578.29,0,0
H,201307,201403,0,MXP,13.2379,2087.27,0,0,0
H,201307,201404,0,MXP,13.0549,0,-2087.27,0,0
H,201307,201405,0,MXP,13.0901,4500,0,0,0
H,201307,201406,0,MXP,12.8609,1389.93,-647.17,0,0
H,201307,201407,0,MXP,12.9712,-793.21,-4449.55,150,0
H,201307,201409,0,MXP,13.0763,704.94,-704.94,0,0
H,201307,201410,0,MXP,13.433,275,-275,0,0
H,201307,201511,0,MXP,16.5244,1500,0,0,0
H,201307,201512,0,MXP,16.5856,2294.87,-3794.87,0,0
H,201307,201601,0,MXP,17.2487,1360.33,-1360.34,0,0
H,201307,201602,0,MXP,18.1935,0.01,0,0,0
H,201307,201605,0,MXP,17.1767,1500,0,0,0
H,201307,201606,0,MXP,18.4118,-1500,0,0,0
H,201307,201607,0,MXP,18.4646,301.38,-301.38,150,0
H,201308,201308,0,MXP,12.8464,171997.58,-16920.78,600,0
H,201308,201309,0,MXP,13.3415,176223.63,-168911.96,2900,0
H,201308,201310,0,MXP,13.1747,207282.51,-274081.39,3550,0
H,201308,201311,0,MXP,13.0067,47094.31,-70834.87,1050,0
H,201308,201312,0,MXP,13.1101,69988.57,-89077.36,1050,0
H,201308,201401,0,MXP,13.0843,1675,-19657.72,0,0
H,201308,201402,0,MXP,13.3769,5463.34,-3218.94,200,0
H,201308,201403,0,MXP,13.2379,6855.14,-526.79,0,0
H,201308,201404,0,MXP,13.0549,6896.8,-8383.01,0,0
H,201308,201405,0,MXP,13.0901,4854.9,-3354.9,0,0
H,201308,201406,0,MXP,12.8609,2979.59,-2883.49,0,0
H,201308,201407,0,MXP,12.9712,971.6,-6190.12,150,0
H,201308,201408,0,MXP,13.2269,-20349.94,0,0,0
H,201308,201409,0,MXP,13.0763,2231.68,1532.29,0,0
H,201308,201410,0,MXP,13.433,-3734.9,-1757.45,0,0
H,201308,201412,0,MXP,13.8965,3028.54,-1686.43,0,0
H,201308,201501,0,MXP,14.7414,-2658.97,0,0,0
H,201308,201502,0,MXP,14.9885,-2615.56,0,0,0
H,201308,201504,0,MXP,15.2647,-7500,0,0,0
H,201308,201506,0,MXP,15.3815,-3720.9,0,0,0
H,201308,201507,0,MXP,15.6854,2970,-2970,0,0
H,201308,201508,0,MXP,16.0772,-710,0,0,0
H,201308,201509,0,MXP,16.7829,1152,-1452,0,0
H,201308,201601,0,MXP,17.2487,100000,-100000,0,0
H,201309,201309,0,MXP,13.3415,685901.74,-92188.6,1600,0
H,201309,201310,0,MXP,13.1747,311811.84,-524015.28,12750,0
H,201309,201311,0,MXP,13.0067,159570.98,-242766.34,4200,0
H,201309,201312,0,MXP,13.1101,200267.83,-427751.65,6450,0
H,201309,201401,0,MXP,13.0843,24052.03,-28924.74,0,0
H,201309,201402,0,MXP,13.3769,44310.78,-23206.67,200,0
H,201309,201403,0,MXP,13.2379,11977.89,-9773.01,0,0
H,201309,201404,0,MXP,13.0549,3326.68,-1803.68,150,0
H,201309,201405,0,MXP,13.0901,-8823.64,-8701.02,0,0
H,201309,201406,0,MXP,12.8609,16885.43,-22074.04,0,0
H,201309,201407,0,MXP,12.9712,27698.13,-9966.54,150,0
H,201309,201408,0,MXP,13.2269,30272.17,-31710.85,0,0
H,201309,201409,0,MXP,13.0763,8610.11,-33745.38,0,0
H,201309,201410,0,MXP,13.433,-12774.55,-4390.87,0,0
H,201309,201412,0,MXP,13.8965,2778.64,-1297.48,0,0
H,201309,201501,0,MXP,14.7414,-5376.46,-8076.55,0,0
H,201309,201502,0,MXP,14.9885,-0.95,-330,0,0
H,201309,201503,0,MXP,14.9553,-144,0,0,0
H,201309,201504,0,MXP,15.2647,-15000,0,0,0
H,201309,201506,0,MXP,15.3815,-32.14,-2310,0,0
H,201309,201507,0,MXP,15.6854,4186.07,-5280,0,0
H,201309,201508,0,MXP,16.0772,-10855.88,-330,0,0
H,201309,201509,0,MXP,16.7829,4182,-4182,0,0
H,201309,201510,0,MXP,16.9053,1452,-1452,0,0
H,201310,201310,0,MXP,13.1747,1259422.87,-233115.58,6050,0
H,201310,201311,0,MXP,13.0067,283959.73,-653111.55,13900,0
H,201310,201312,0,MXP,13.1101,464689.57,-912071.4,14450,0
H,201310,201401,0,MXP,13.0843,25238.39,-31774.17,0,0
H,201310,201402,0,MXP,13.3769,40418.83,-48396.33,0,0
H,201310,201403,0,MXP,13.2379,30118.74,-30147.06,0,0
H,201310,201404,0,MXP,13.0549,31200.71,-41570.05,300,0
H,201310,201405,0,MXP,13.0901,11441.2,-26022.69,300,0
H,201310,201406,0,MXP,12.8609,10739.89,-12129.81,0,0
H,201310,201407,0,MXP,12.9712,20646.37,-20691.65,300,0
H,201310,201408,0,MXP,13.2269,17990.71,-37865.96,150,0
H,201310,201409,0,MXP,13.0763,6144.91,-25339.46,0,0
H,201310,201410,0,MXP,13.433,-5905.49,-5063.64,0,0
H,201310,201411,0,MXP,13.4773,101.69,-4363.94,300,0
H,201310,201412,0,MXP,13.8965,29814.58,-31873.89,0,0
H,201310,201501,0,MXP,14.7414,-23802.54,-10220.8,0,0
H,201310,201502,0,MXP,14.9885,3007.53,-1200,0,0
H,201310,201504,0,MXP,15.2647,-58915.63,0,0,0
H,201310,201506,0,MXP,15.3815,1580.25,-2640,0,0
H,201310,201507,0,MXP,15.6854,2310,-2310,0,0
H,201310,201508,0,MXP,16.0772,-10179.97,-8240,0,0
H,201310,201509,0,MXP,16.7829,3878,-3878,0,0
H,201310,201510,0,MXP,16.9053,605,-605,0,0
H,201310,201612,0,MXP,20.5155,7347.13,-7347.13,0,0
H,201311,201311,0,MXP,13.0067,1156438.84,-138678.73,1200,0
H,201311,201312,0,MXP,13.1101,208729.33,-958320.05,27330,0
H,201311,201401,0,MXP,13.0843,49396.5,-57047.39,150,0
H,201311,201402,0,MXP,13.3769,99450.05,-89442.41,400,0
H,201311,201403,0,MXP,13.2379,38066.6,-125957.8,1100,0
H,201311,201404,0,MXP,13.0549,48132.64,-75646.37,450,0
H,201311,201405,0,MXP,13.0901,37856.02,-49562.07,1200,0
H,201311,201406,0,MXP,12.8609,6428.36,-10847.52,150,0
H,201311,201407,0,MXP,12.9712,785.26,-207.54,150,0
H,201311,201408,0,MXP,13.2269,31266.48,-31594.19,150,0
H,201311,201409,0,MXP,13.0763,491.28,-2818.38,0,0
H,201311,201410,0,MXP,13.433,1211.16,-11001.66,0,0
H,201311,201411,0,MXP,13.4773,3531.9,-5148.13,300,0
H,201311,201412,0,MXP,13.8965,14748.04,-18173.95,0,0
H,201311,201501,0,MXP,14.7414,-4699.96,-19655.5,0,0
H,201311,201504,0,MXP,15.2647,-77632.69,-1153.41,0,0
H,201311,201505,0,MXP,15.3714,1600,-1600,150,0
H,201311,201506,0,MXP,15.3815,5929.99,-14030,0,0
H,201311,201507,0,MXP,15.6854,990,-990,0,0
H,201311,201508,0,MXP,16.0772,-9264.7,-1580,0,0
H,201311,201509,0,MXP,16.7829,880,-880,0,0
H,201311,201512,0,MXP,16.5856,7815.82,-7815.82,0,0
H,201312,201312,0,MXP,13.1101,654399.04,-136494.8,4220,0
H,201312,201401,0,MXP,13.0843,60859.65,-141109.23,1200,0
H,201312,201402,0,MXP,13.3769,231784.8,-189571.95,2650,0
H,201312,201403,0,MXP,13.2379,26260.39,-259454.07,1600,0
H,201312,201404,0,MXP,13.0549,27050.58,-97899.19,3550,0
H,201312,201405,0,MXP,13.0901,18983.9,-28693.29,3450,0
H,201312,201406,0,MXP,12.8609,3260.23,-12180.67,0,0
H,201312,201407,0,MXP,12.9712,3129.81,-4144.08,150,0
H,201312,201408,0,MXP,13.2269,5013.89,-40340.86,150,0
H,201312,201409,0,MXP,13.0763,7590.53,-26451.58,300,0
H,201312,201410,0,MXP,13.433,4380.5,-7911.69,150,0
H,201312,201411,0,MXP,13.4773,-5182.15,-6442.45,750,0
H,201312,201412,0,MXP,13.8965,5331.09,-8331.09,0,0
H,201312,201501,0,MXP,14.7414,-5126.14,-1491.42,0,0
H,201312,201502,0,MXP,14.9885,-41,-248.12,0,0
H,201312,201503,0,MXP,14.9553,0,200,0,0
H,201312,201504,0,MXP,15.2647,-50881.61,-3118.39,0,0
H,201312,201506,0,MXP,15.3815,-3396.93,-1980,0,0
H,201312,201507,0,MXP,15.6854,330,-330,0,0
H,201312,201512,0,MXP,16.5856,-11601.7,0,0,0
H,201312,201602,0,MXP,18.1935,-6152,0,0,0
H,201401,201401,0,MXP,13.0843,893787.38,-28532.1,150,0
H,201401,201402,0,MXP,13.3769,40312.4,-341075.12,8150,0
H,201401,201403,0,MXP,13.2379,93042.63,-226451.15,3950,0
H,201401,201404,0,MXP,13.0549,58782.08,-175514.74,4200,0
H,201401,201405,0,MXP,13.0901,28141.21,-104168.64,3350,0
H,201401,201406,0,MXP,12.8609,10831.51,-65576.81,300,0
H,201401,201407,0,MXP,12.9712,27311.73,-51362.38,2150,0
H,201401,201408,0,MXP,13.2269,-964.34,-12897.79,300,0
H,201401,201409,0,MXP,13.0763,2384.61,-17500.88,150,0
H,201401,201410,0,MXP,13.433,1420.14,-15223.38,150,0
H,201401,201411,0,MXP,13.4773,485.3,-10982.16,750,0
H,201401,201412,0,MXP,13.8965,13620.08,-21475.27,150,0
H,201401,201501,0,MXP,14.7414,-4211.77,-6108.34,0,0
H,201401,201502,0,MXP,14.9885,-232.86,-1332.65,0,0
H,201401,201503,0,MXP,14.9553,4100,-4970,0,0
H,201401,201504,0,MXP,15.2647,1728.68,-2749.63,150,0
H,201401,201506,0,MXP,15.3815,-4398.34,-330,0,0
H,201401,201507,0,MXP,15.6854,-510,-660,0,0
H,201401,201508,0,MXP,16.0772,-1170,-330,0,0
H,201401,201512,0,MXP,16.5856,-71786.79,0,0,0
H,201401,201603,0,MXP,18.102,1297,-1297,0,0
H,201401,201604,0,MXP,17.237,-5432.61,0,0,0
H,201402,201402,0,MXP,13.3769,1108079.92,-57662.34,0,0
H,201402,201403,0,MXP,13.2379,177680.69,-526487.55,6750,0
H,201402,201404,0,MXP,13.0549,147848.72,-437681.65,10050,0
H,201402,201405,0,MXP,13.0901,152939.51,-241507.62,5750,0
H,201402,201406,0,MXP,12.8609,14930.48,-84724.11,900,0
H,201402,201407,0,MXP,12.9712,98187.42,-137158.64,2850,0
H,201402,201408,0,MXP,13.2269,42079.61,-64555.98,450,0
H,201402,201409,0,MXP,13.0763,24051.74,-48276.63,1100,0
H,201402,201410,0,MXP,13.433,10823.87,-34076.28,300,0
H,201402,201411,0,MXP,13.4773,9786.15,-11366.95,900,0
H,201402,201412,0,MXP,13.8965,34208.46,-52986.07,750,0
H,201402,201501,0,MXP,14.7414,28447.1,-46247.65,0,0
H,201402,201502,0,MXP,14.9885,2916.5,-7429.81,150,0
H,201402,201503,0,MXP,14.9553,-5894.7,-3005.3,450,0
H,201402,201506,0,MXP,15.3815,-714,0,0,0
H,201402,201507,0,MXP,15.6854,942.99,-2442.99,0,0
H,201402,201508,0,MXP,16.0772,-3428.77,-1474,150,0
H,201402,201511,0,MXP,16.5244,-1174.53,0,0,0
H,201402,201512,0,MXP,16.5856,-84277.59,0,0,0
H,201402,201603,0,MXP,18.102,16298,0,0,0
H,201402,201604,0,MXP,17.237,-350,-16298,0,0
H,201402,201608,0,MXP,18.7837,3573.99,-3573.99,0,0
H,201403,201403,0,MXP,13.2379,1268869.85,-33330.18,600,0
H,201403,201404,0,MXP,13.0549,186913.07,-745159.23,12350,0
H,201403,201405,0,MXP,13.0901,213299.8,-418477.38,6100,0
H,201403,201406,0,MXP,12.8609,54014.64,-143238.33,4100,0
H,201403,201407,0,MXP,12.9712,58296.56,-173530.05,6300,0
H,201403,201408,0,MXP,13.2269,52331.93,-78961.54,1050,0
H,201403,201409,0,MXP,13.0763,79771.43,-126141.32,1250,0
H,201403,201410,0,MXP,13.433,21583.5,-54088.03,1580,0
H,201403,201411,0,MXP,13.4773,3872.26,-30719.58,1800,0
H,201403,201412,0,MXP,13.8965,26888.67,-54080.61,600,0
H,201403,201501,0,MXP,14.7414,-3863.2,-8488.72,0,0
H,201403,201502,0,MXP,14.9885,3421.95,-4921.95,0,0
H,201403,201503,0,MXP,14.9553,-147.16,-4652.84,450,0
H,201403,201504,0,MXP,15.2647,1439.04,-476.97,150,0
H,201403,201505,0,MXP,15.3714,0,100,0,0
H,201403,201506,0,MXP,15.3815,-986.81,0,0,0
H,201403,201508,0,MXP,16.0772,-480,-764.98,0,0
H,201403,201511,0,MXP,16.5244,-400,0,0,0
H,201403,201512,0,MXP,16.5856,-72247.24,-485.02,0,0
H,201403,201604,0,MXP,17.237,-15161.56,0,0,0
H,201403,201805,0,MXP,18.7878,220.01,-220,0,0
H,201403,201806,0,MXP,19.9759,-0.01,0,0,0
H,201404,201404,0,MXP,13.0549,687401.48,-90855.44,1000,0
H,201404,201405,0,MXP,13.0901,87313.04,-235370.78,4600,0
H,201404,201406,0,MXP,12.8609,115538.15,-262924.12,4800,0
H,201404,201407,0,MXP,12.9712,98394.16,-184058.45,4550,0
H,201404,201408,0,MXP,13.2269,79002.72,-123129.82,500,0
H,201404,201409,0,MXP,13.0763,87987.17,-127966.19,300,0
H,201404,201410,0,MXP,13.433,72203,-105641.8,900,0
H,201404,201411,0,MXP,13.4773,8.81,-11051.14,900,0
H,201404,201412,0,MXP,13.8965,14405.5,-19653.01,150,0
H,201404,201502,0,MXP,14.9885,-5747.74,-7752.26,0,0
H,201404,201503,0,MXP,14.9553,6431.49,-11253.04,450,0
H,201404,201504,0,MXP,15.2647,4069.57,-8997.92,0,0
H,201404,201505,0,MXP,15.3714,377.53,-829.65,0,0
H,201404,201506,0,MXP,15.3815,18041.66,-21927.59,0,0
H,201404,201507,0,MXP,15.6854,2422.84,-3622.84,0,0
H,201404,201508,0,MXP,16.0772,1559.62,-1559.62,0,0
H,201404,201509,0,MXP,16.7829,-300,0,0,0
H,201404,201512,0,MXP,16.5856,-41289.14,0,0,0
H,201404,201604,0,MXP,17.237,-11226.19,0,0,0
H,201404,201607,0,MXP,18.4646,1437.33,-1437.33,0,0
H,201405,201405,0,MXP,13.0901,1140160.1,-77271.55,0,0
H,201405,201406,0,MXP,12.8609,38346.92,-378255.5,7000,0
H,201405,201407,0,MXP,12.9712,166148.15,-604246.14,13250,0
H,201405,201408,0,MXP,13.2269,156345.22,-238926.06,2910,0
H,201405,201409,0,MXP,13.0763,93057.33,-114254.03,2750,0
H,201405,201410,0,MXP,13.433,54927.53,-74238.64,1400,0
H,201405,201411,0,MXP,13.4773,16578.06,-79400.19,1650,0
H,201405,201412,0,MXP,13.8965,10761.99,-36764.18,900,0
H,201405,201501,0,MXP,14.7414,4329.4,-4329.4,0,0
H,201405,201502,0,MXP,14.9885,-1582.88,-2917.12,0,0
H,201405,201503,0,MXP,14.9553,2096.99,-4633.47,150,0
H,201405,201504,0,MXP,15.2647,7075.27,-8776.9,0,0
H,201405,201505,0,MXP,15.3714,1500,0,150,0
H,201405,201506,0,MXP,15.3815,-2160,-2340,0,0
H,201405,201507,0,MXP,15.6854,-2460.37,-959.14,0,0
H,201405,201508,0,MXP,16.0772,0,-504.77,0,0
H,201405,201512,0,MXP,16.5856,-52800,0,0,0
H,201405,201603,0,MXP,18.102,1406,-1406,0,0
H,201405,201604,0,MXP,17.237,-3221.6,-2785.02,200,0
H,201405,201606,0,MXP,18.4118,1055.39,-1055.39,0,0
H,201406,201406,0,MXP,12.8609,1191894.53,-41061.3,450,0
H,201406,201407,0,MXP,12.9712,149572.5,-832983.61,15880,0
H,201406,201408,0,MXP,13.2269,199361.22,-368235.31,5565,0
H,201406,201409,0,MXP,13.0763,90494.38,-233534.6,4130,0
H,201406,201410,0,MXP,13.433,44438.24,-81905.79,2250,0
H,201406,201411,0,MXP,13.4773,90844.55,-121079.9,1800,0
H,201406,201412,0,MXP,13.8965,90492.95,-98272.61,1500,0
H,201406,201501,0,MXP,14.7414,10142.26,-16473.25,150,0
H,201406,201502,0,MXP,14.9885,13602.1,-26694.86,0,0
H,201406,201503,0,MXP,14.9553,8793.2,-10393.2,150,0
H,201406,201504,0,MXP,15.2647,3192.14,-3192.14,0,0
H,201406,201505,0,MXP,15.3714,294,-2430.02,150,0
H,201406,201506,0,MXP,15.3815,450,617.5,0,0
H,201406,201507,0,MXP,15.6854,2363.29,-592.5,0,0
H,201406,201508,0,MXP,16.0772,-609.33,-1542.45,200,0
H,201406,201509,0,MXP,16.7829,910,-1210,0,0
H,201406,201510,0,MXP,16.9053,330,0,0,0
H,201406,201511,0,MXP,16.5244,0,-330,0,0
H,201406,201512,0,MXP,16.5856,-50685.48,-1169.01,0,0
H,201406,201601,0,MXP,17.2487,-5272.48,5272.48,0,0
H,201406,201604,0,MXP,17.237,-5397.5,0,0,0
H,201406,201605,0,MXP,17.1767,1000,-1000,0,0
H,201407,201407,0,MXP,12.9712,364610.59,-98556.93,1850,0
H,201407,201408,0,MXP,13.2269,97505.94,-233084.16,3750,0
H,201407,201409,0,MXP,13.0763,43314.79,-78429.82,2150,0
