cia,año_mes_ocu,año_mes_mov,atipico,moneda,tipocambio,monto_ocu,monto_pag,monto_gto,monto_syr
H,199805,200901,0,MXP,13.8325,0,0,160000,0
H,200003,201010,0,MXP,12.5998,0,3750,0,0
H,200003,201011,0,MXP,12.3387,0,-3750,0,0
H,200306,200907,0,MXP,13.1722,2460.59,-2460.59,0,0
H,200601,200903,0,MXP,15.0698,451.4,0,0,0
H,200601,200904,0,MXP,14.1517,-451.4,0,0,0
H,200602,200903,0,MXP,15.0698,3300,0,0,0
H,200602,200904,0,MXP,14.1517,-3300,0,0,0
H,200604,200903,0,MXP,15.0698,700,-700,0,0
H,200604,200904,0,MXP,14.1517,-2880,0,0,0
H,200608,200901,0,MXP,13.8325,-5600,0,0,0
H,200608,200906,0,MXP,13.1667,-2800,0,0,0
H,200608,201010,0,MXP,12.5998,-300,300,0,0
H,200609,200902,0,MXP,14.3097,650,0,0,0
H,200609,200903,0,MXP,15.0698,9632.62,0,0,0
H,200609,200904,0,MXP,14.1517,-10282.62,0,0,0
H,200609,200908,0,MXP,13.2125,947.12,-947.12,0,0
H,200609,201006,0,MXP,12.9146,1473.28,0,0,0
H,200609,201008,0,MXP,12.6455,-1473.28,0,0,0
H,200610,200902,0,MXP,14.3097,1291.98,-4518.35,0,0
H,200610,200903,0,MXP,15.0698,8522.43,0,0,0
H,200610,200904,0,MXP,14.1517,-31537.43,0,0,0
H,200610,200908,0,MXP,13.2125,13248.77,-13248.77,0,0
H,200610,200909,0,MXP,13.314,10000,-10000,0,0
H,200610,201010,0,MXP,12.5998,0,1800,0,0
H,200610,201012,0,MXP,12.4664,-1800,0,0,0
H,200611,200901,0,MXP,13.8325,-19500,0,0,0
H,200611,200902,0,MXP,14.3097,463.44,-17794.47,0,0
H,200611,200903,0,MXP,15.0698,15535.56,0,0,0
H,200611,200904,0,MXP,14.1517,-30200.43,0,0,0
H,200611,200908,0,MXP,13.2125,3193.54,-3193.54,0,0
H,200612,200903,0,MXP,15.0698,4426,0,0,0
H,200612,200904,0,MXP,14.1517,-6280.95,0,0,0
H,200612,200906,0,MXP,13.1667,868.22,-868.22,0,0
H,200612,200908,0,MXP,13.2125,20624.05,-20624.05,0,0
H,200612,201010,0,MXP,12.5998,-2792,2792,0,0
H,200701,200901,0,MXP,13.8325,-319.27,-1974.55,0,0
H,200701,200902,0,MXP,14.3097,3745.21,-2071.13,0,0
H,200701,200903,0,MXP,15.0698,2000,0,0,0
H,200701,200904,0,MXP,14.1517,-17561.82,-783.68,0,0
H,200701,200905,0,MXP,13.8443,1650,-1900,0,0
H,200701,200908,0,MXP,13.2125,17335.13,-17335.13,0,0
H,200702,200901,0,MXP,13.8325,0,-1121.7,0,0
H,200702,200903,0,MXP,15.0698,7400,-1810,0,0
H,200702,200904,0,MXP,14.1517,-35785.13,-7550,0,0
H,200702,200906,0,MXP,13.1667,2650,-2650,0,0
H,200702,200907,0,MXP,13.1722,4125.46,0,0,0
H,200702,200908,0,MXP,13.2125,-4125.46,0,0,0
H,200703,200901,0,MXP,13.8325,-7391.26,-3102.85,0,0
H,200703,200902,0,MXP,14.3097,6085.68,-224.5,0,0
H,200703,200903,0,MXP,15.0698,1858,0,0,0
H,200703,200904,0,MXP,14.1517,-205731.28,-1115,0,0
H,200703,200905,0,MXP,13.8443,2480,-2480,0,0
H,200703,200906,0,MXP,13.1667,13096.57,-13096.57,0,0
H,200703,200908,0,MXP,13.2125,3614.76,-3614.76,0,0
H,200703,200909,0,MXP,13.314,3741.13,-3741.13,0,0
H,200703,201003,0,MXP,12.7769,300,0,0,0
H,200703,201004,0,MXP,12.3306,0,-300,0,0
H,200703,201010,0,MXP,12.5998,-8615,8615,0,0
H,200704,200901,0,MXP,13.8325,3597.81,0,0,0
H,200704,200902,0,MXP,14.3097,4253.98,-1541.85,0,0
H,200704,200903,0,MXP,15.0698,3337.75,0,0,0
H,200704,200904,0,MXP,14.1517,-32700.65,0,0,0
H,200704,200905,0,MXP,13.8443,1666.7,-1666.7,0,0
H,200704,200906,0,MXP,13.1667,179.71,-179.71,0,0
H,200704,200908,0,MXP,13.2125,7622.56,-5684.39,0,0
H,200704,200909,0,MXP,13.314,1600.22,-3538.37,0,0
H,200704,201001,0,MXP,13.0659,2784.9,0,0,0
H,200704,201003,0,MXP,12.7769,400.01,-400,0,0
H,200704,201004,0,MXP,12.3306,0,-2784.91,0,0
H,200704,201010,0,MXP,12.5998,0,500,0,0
H,200704,201012,0,MXP,12.4664,-500,0,0,0
H,200705,200901,0,MXP,13.8325,-7743.24,-3440.05,0,0
H,200705,200902,0,MXP,14.3097,3875.93,-1888.3,0,0
H,200705,200903,0,MXP,15.0698,8582.21,0,0,0
H,200705,200904,0,MXP,14.1517,-1718.08,-451.51,0,0
H,200705,200905,0,MXP,13.8443,-46214.95,-300,0,0
H,200705,200906,0,MXP,13.1667,848.28,-848.28,0,0
H,200705,200907,0,MXP,13.1722,550,-550,0,0
H,200705,200908,0,MXP,13.2125,2776.22,-2776.2,0,0
H,200705,200909,0,MXP,13.314,1619.98,-1620,0,0
H,200705,201006,0,MXP,12.9146,522.2,0,0,0
H,200705,201008,0,MXP,12.6455,-522.2,0,0,0
H,200705,201010,0,MXP,12.5998,-2476.2,2476.2,0,0
H,200706,200901,0,MXP,13.8325,13912.93,-9518.1,0,0
H,200706,200902,0,MXP,14.3097,340.61,-3732.03,0,0
H,200706,200903,0,MXP,15.0698,5900,-4010,0,0
H,200706,200904,0,MXP,14.1517,0,-802.35,0,0
H,200706,200905,0,MXP,13.8443,-33430.86,0,0,0
H,200706,201001,0,MXP,13.0659,641.8,0,0,0
H,200706,201003,0,MXP,12.7769,8.05,-500,0,0
H,200706,201004,0,MXP,12.3306,-8.05,-141.8,0,0
H,200706,201010,0,MXP,12.5998,-5360,6360,0,0
H,200706,201012,0,MXP,12.4664,-1950,950,0,0
H,200707,200901,0,MXP,13.8325,445.81,-2636,0,0
H,200707,200902,0,MXP,14.3097,4990.19,-463.19,0,0
H,200707,200903,0,MXP,15.0698,4362.1,-3631.05,0,0
H,200707,200905,0,MXP,13.8443,-6509.05,-600,0,0
H,200707,201009,0,MXP,13.1676,1364.22,-1364.22,0,0
H,200707,201012,0,MXP,12.4664,-950,950,0,0
H,200708,200901,0,MXP,13.8325,-4201.27,-16056.75,0,0
H,200708,200902,0,MXP,14.3097,21813.9,-17988.75,0,0
H,200708,200903,0,MXP,15.0698,1436.83,-5470,0,0
H,200708,200904,0,MXP,14.1517,1773.11,-1773.09,0,0
H,200708,200905,0,MXP,13.8443,-33349.63,-1240,0,0
H,200708,200906,0,MXP,13.1667,5086.75,-5086.75,0,0
H,200708,200907,0,MXP,13.1722,1350,-1350,0,0
H,200708,200908,0,MXP,13.2125,57.59,-300,0,0
H,200708,200909,0,MXP,13.314,-938.09,938.09,0,0
H,200708,201010,0,MXP,12.5998,-1800,1800,0,0
H,200708,201012,0,MXP,12.4664,-288.6,288.6,0,0
H,200709,200901,0,MXP,13.8325,21967.73,-7182.75,0,0
H,200709,200902,0,MXP,14.3097,303.45,-46491.55,0,0
H,200709,200903,0,MXP,15.0698,3278.96,-1450,0,0
H,200709,200904,0,MXP,14.1517,-2065.84,-2600,0,0
H,200709,200905,0,MXP,13.8443,-77261.43,-1330,0,0
H,200709,200906,0,MXP,13.1667,1943.02,-5952,0,0
H,200709,200907,0,MXP,13.1722,2011,-2011,0,0
H,200709,200908,0,MXP,13.2125,1178.96,-1178.96,0,0
H,200709,200909,0,MXP,13.314,520,-520,0,0
H,200709,201010,0,MXP,12.5998,-2104.51,2104.51,0,0
H,200710,200901,0,MXP,13.8325,1550.63,-27712.58,0,0
H,200710,200902,0,MXP,14.3097,20789.17,-14119.66,0,0
H,200710,200903,0,MXP,15.0698,3519.62,-1529.2,0,0
H,200710,200904,0,MXP,14.1517,-65.36,-3820.41,0,0
H,200710,200905,0,MXP,13.8443,-100990.97,-21809.43,0,0
H,200710,200906,0,MXP,13.1667,-2132.08,-8909.04,0,0
H,200710,200907,0,MXP,13.1722,1300,-1300,1881.46,0
H,200710,200908,0,MXP,13.2125,650,-3018.23,0,0
H,200710,200909,0,MXP,13.314,19038.34,-16822,0,0
H,200710,201001,0,MXP,13.0659,250,0,0,0
H,200710,201003,0,MXP,12.7769,0,-250,0,0
H,200710,201008,0,MXP,12.6455,-0.01,0,0,0
H,200710,201009,0,MXP,13.1676,2036.96,-2036.96,0,0
H,200711,200901,0,MXP,13.8325,-3168.42,-5737.23,0,0
H,200711,200902,0,MXP,14.3097,22884.2,-17105.82,0,0
H,200711,200903,0,MXP,15.0698,5915.7,-1220,0,0
H,200711,200904,0,MXP,14.1517,6972.37,-11262.96,0,0
H,200711,200905,0,MXP,13.8443,-69632.15,-13476.03,0,0
H,200711,200906,0,MXP,13.1667,20514.79,-4699.13,0,0
H,200711,200907,0,MXP,13.1722,-980.22,-10439.61,0,0
H,200711,200908,0,MXP,13.2125,9656.95,-8656.15,0,0
H,200711,200909,0,MXP,13.314,109.28,-4474.85,0,0
H,200711,201009,0,MXP,13.1676,1068.83,-1068.83,0,0
H,200712,200901,0,MXP,13.8325,18504.06,-20249.27,0,0
H,200712,200902,0,MXP,14.3097,3417.37,-30096.88,0,0
H,200712,200903,0,MXP,15.0698,-100,-7400,0,0
H,200712,200904,0,MXP,14.1517,497.56,-2900,0,0
H,200712,200905,0,MXP,13.8443,-25164.37,-3818.46,0,0
H,200712,200906,0,MXP,13.1667,1446.8,-1146.8,0,0
H,200712,200907,0,MXP,13.1722,2319.64,-2319.64,0,0
H,200712,200908,0,MXP,13.2125,100,-14522.16,0,0
H,200712,200909,0,MXP,13.314,3700,-4000,0,0
H,200712,201002,0,MXP,13.0098,1987.21,0,0,0
H,200712,201004,0,MXP,12.3306,1.5,-1988.71,0,0
H,200712,201803,0,MXP,18.8331,2210.55,-2210.55,0,0
H,200801,200901,0,MXP,13.8325,9977.74,-29986.04,0,0
H,200801,200902,0,MXP,14.3097,18078.89,-28061.07,0,0
H,200801,200903,0,MXP,15.0698,6315.63,-15233.7,0,0
H,200801,200904,0,MXP,14.1517,1744.4,-13654.08,0,0
H,200801,200905,0,MXP,13.8443,-52877.84,-17965.16,0,0
H,200801,200906,0,MXP,13.1667,4299,-5250,0,0
H,200801,200907,0,MXP,13.1722,2150,-5307.6,0,0
H,200801,200908,0,MXP,13.2125,360,-360,0,0
H,200801,200909,0,MXP,13.314,2309.83,-2009.83,0,0
H,200801,201001,0,MXP,13.0659,8397.51,-8047.51,0,0
H,200801,201002,0,MXP,13.0098,0,-350,0,0
H,200801,201006,0,MXP,12.9146,1434.25,0,0,0
H,200801,201008,0,MXP,12.6455,-1434.25,0,0,0
H,200802,200901,0,MXP,13.8325,9340.96,-22604.6,0,0
H,200802,200902,0,MXP,14.3097,28154.68,-52757.16,0,0
H,200802,200903,0,MXP,15.0698,6232.54,-3910.51,0,0
H,200802,200904,0,MXP,14.1517,-3510.55,-9658.56,0,0
H,200802,200905,0,MXP,13.8443,-103508.61,-8029.97,0,0
H,200802,200906,0,MXP,13.1667,8194.85,-11787.85,0,0
H,200802,200907,0,MXP,13.1722,4387.75,-7960.26,0,0
H,200802,200908,0,MXP,13.2125,9682.64,-7332.67,1470.57,0
H,200802,200909,0,MXP,13.314,900,-3350,0,0
H,200802,201001,0,MXP,13.0659,650,0,0,0
H,200802,201002,0,MXP,13.0098,1500,-650,0,0
H,200802,201004,0,MXP,12.3306,-94.13,-1405.87,0,0
H,200802,201012,0,MXP,12.4664,0,0,3531.96,0
H,200802,201109,0,MXP,12.348,0,0,0,0
H,200803,200901,0,MXP,13.8325,-5447.21,-29377.62,0,0
H,200803,200902,0,MXP,14.3097,23421.22,-34631.38,14896.83,0
H,200803,200903,0,MXP,15.0698,10442.89,-8772.92,0,0
H,200803,200904,0,MXP,14.1517,-13149.34,-2950,0,0
H,200803,200905,0,MXP,13.8443,-46692.75,-8438.35,0,0
H,200803,200906,0,MXP,13.1667,5034.64,-6599,0,0
H,200803,200907,0,MXP,13.1722,1422.61,-1422.61,0,0
H,200803,200908,0,MXP,13.2125,5479.66,-6660.01,0,0
H,200803,200909,0,MXP,13.314,2306.31,-2306.31,0,0
H,200803,201010,0,MXP,12.5998,-300,300,0,0
H,200803,201012,0,MXP,12.4664,0,0,3074.38,0
H,200804,200901,0,MXP,13.8325,44103.65,-70033.88,0,0
H,200804,200902,0,MXP,14.3097,27538.94,-36924.76,0,0
H,200804,200903,0,MXP,15.0698,22687.25,-10270.95,0,0
H,200804,200904,0,MXP,14.1517,8977.51,-26909.07,0,0
H,200804,200905,0,MXP,13.8443,-119737.38,-24050.21,0,0
H,200804,200906,0,MXP,13.1667,13156.97,-17047.92,0,0
H,200804,200907,0,MXP,13.1722,8045.12,-8695.12,0,0
H,200804,200908,0,MXP,13.2125,4731.22,-6431.87,1865.57,0
H,200804,200909,0,MXP,13.314,3741.13,-4262.87,0,0
H,200804,201001,0,MXP,13.0659,1408.96,-790.53,0,0
H,200804,201002,0,MXP,13.0098,248.91,-867.34,0,0
H,200804,201003,0,MXP,12.7769,550,0,0,0
H,200804,201004,0,MXP,12.3306,1247.18,-1797.18,0,0
H,200804,201006,0,MXP,12.9146,34316.47,-300,0,0
H,200804,201009,0,MXP,13.1676,0.69,-33717.16,0,0
H,200804,201010,0,MXP,12.5998,-2100,1800,0,0
H,200804,201012,0,MXP,12.4664,0,0,4689.99,0
H,200805,200901,0,MXP,13.8325,52996.03,-35755.04,0,0
H,200805,200902,0,MXP,14.3097,40948.36,-58723.43,0,0
H,200805,200903,0,MXP,15.0698,10856.41,-23753.82,0,0
H,200805,200904,0,MXP,14.1517,-6135.81,-2350,0,0
H,200805,200905,0,MXP,13.8443,-71438.46,-24239.84,0,0
H,200805,200906,0,MXP,13.1667,-1912.95,-10550.44,0,0
H,200805,200907,0,MXP,13.1722,25138.41,-27696.58,0,0
H,200805,200908,0,MXP,13.2125,10129.3,-13797.32,3141.03,0
H,200805,200909,0,MXP,13.314,5687.62,-6307.62,0,0
H,200805,201001,0,MXP,13.0659,2961.09,0,0,0
H,200805,201002,0,MXP,13.0098,32856.48,0,0,0
H,200805,201003,0,MXP,12.7769,2660.48,-550,0,0
H,200805,201004,0,MXP,12.3306,-174.36,-35342.6,0,0
H,200805,201005,0,MXP,12.2626,-43.35,43.35,0,0
H,200805,201006,0,MXP,12.9146,1500,-1500,0,0
H,200805,201008,0,MXP,12.6455,-2411.09,0,0,0
H,200805,201010,0,MXP,12.5998,-300,300,0,0
H,200805,201012,0,MXP,12.4664,-750,750,0,0
H,200806,200901,0,MXP,13.8325,90312.5,-40513.59,0,0
H,200806,200902,0,MXP,14.3097,14975.09,-26449.1,0,0
H,200806,200903,0,MXP,15.0698,11144.83,-19725.94,0,0
H,200806,200904,0,MXP,14.1517,4234.05,-16483.92,0,0
H,200806,200905,0,MXP,13.8443,-94576.07,-22810.35,0,0
H,200806,200906,0,MXP,13.1667,12727.53,-29592.54,0,0
H,200806,200907,0,MXP,13.1722,12876.51,-12867.44,0,0
H,200806,200908,0,MXP,13.2125,20797.76,-19727.76,1901.19,0
H,200806,200909,0,MXP,13.314,975.17,-1228.2,0,0
H,200806,201001,0,MXP,13.0659,2497.86,-1823.27,0,0
H,200806,201002,0,MXP,13.0098,2821.51,-447.3,0,0
H,200806,201003,0,MXP,12.7769,-1100,-1070,0,0
H,200806,201004,0,MXP,12.3306,0,-1050,0,0
H,200806,201006,0,MXP,12.9146,600,-600,0,0
H,200806,201007,0,MXP,12.8441,1450,-1450,0,0
H,200806,201010,0,MXP,12.5998,1209.02,0,0,0
H,200806,201012,0,MXP,12.4664,-2160.53,0,17325.02,0
H,200806,201107,0,MXP,11.723,2696.59,-2696.59,0,0
H,200807,200901,0,MXP,13.8325,6330.91,-8815.62,0,0
H,200807,200902,0,MXP,14.3097,4298.45,-54,0,0
H,200807,200903,0,MXP,15.0698,7250.61,-4690.13,0,0
H,200807,200904,0,MXP,14.1517,1782.62,-2338.5,0,0
H,200807,200905,0,MXP,13.8443,-25556.15,-2144.44,0,0
H,200807,200906,0,MXP,13.1667,2120.48,-3737.99,0,0
H,200807,200907,0,MXP,13.1722,1100,-1100,0,0
H,200807,200908,0,MXP,13.2125,1450,-800,0,0
H,200807,200909,0,MXP,13.314,-650,0,0,0
H,200807,201001,0,MXP,13.0659,12678.92,-12678.92,0,0
H,200807,201002,0,MXP,13.0098,728,0,0,0
H,200807,201003,0,MXP,12.7769,0,-300,0,0
H,200807,201008,0,MXP,12.6455,-428,0,0,0
H,200807,201410,0,MXP,13.433,1500,0,0,0
H,200807,201412,0,MXP,13.8965,-1500,0,0,0
H,200808,200901,0,MXP,13.8325,51083.73,-42029.18,0,0
H,200808,200902,0,MXP,14.3097,-2643.59,-74720.85,0,0
H,200808,200903,0,MXP,15.0698,-173.57,-19459.2,0,0
H,200808,200904,0,MXP,14.1517,162.5,-2294.5,0,0
H,200808,200905,0,MXP,13.8443,-20045.74,-8812.9,0,0
H,200808,200906,0,MXP,13.1667,-6361.8,-8155.93,0,0
H,200808,200907,0,MXP,13.1722,5050.51,-5800.51,0,0
H,200808,200908,0,MXP,13.2125,2414.27,-2914.27,0,0
H,200808,201001,0,MXP,13.0659,3155.14,-2992.66,0,0
H,200808,201002,0,MXP,13.0098,0,-1200,0,0
H,200808,201005,0,MXP,12.2626,7316.32,-7316.32,0,0
H,200808,201012,0,MXP,12.4664,0,0,5659.2,0
H,200808,201101,0,MXP,12.3496,-112.48,0,0,0
H,200809,200901,0,MXP,13.8325,78469.11,-163169.16,0,0
H,200809,200902,0,MXP,14.3097,68308.65,-98166.31,0,0
H,200809,200903,0,MXP,15.0698,151620.98,-38017.66,0,0
H,200809,200904,0,MXP,14.1517,111689.8,-38988.21,3532,0
H,200809,200905,0,MXP,13.8443,-51660.04,-51177.33,0,0
H,200809,200906,0,MXP,13.1667,31771.82,-42178.47,0,0
H,200809,200907,0,MXP,13.1722,85349.47,-195269.25,0,0
H,200809,200908,0,MXP,13.2125,4858.99,-107861.36,0,0
H,200809,200909,0,MXP,13.314,11566.62,-12252.52,0,0
H,200809,201001,0,MXP,13.0659,250,0,0,0
H,200809,201002,0,MXP,13.0098,0,0,0,0
H,200809,201004,0,MXP,12.3306,-2625.7,2625.7,0,0
H,200809,201005,0,MXP,12.2626,4882.73,-4882.73,0,0
H,200809,201006,0,MXP,12.9146,-3686.34,-2313.66,0,0
H,200809,201007,0,MXP,12.8441,650,-650,0,0
H,200809,201010,0,MXP,12.5998,-640,640,0,0
H,200809,201012,0,MXP,12.4664,-250,0,0,0
H,200810,200901,0,MXP,13.8325,268629.18,-309496.8,0,0
H,200810,200902,0,MXP,14.3097,125885.07,-268069.73,0,0
H,200810,200903,0,MXP,15.0698,68343.43,-183535.87,0,0
H,200810,200904,0,MXP,14.1517,83175.74,-141518.95,0,0
H,200810,200905,0,MXP,13.8443,-59081.33,-186826.57,0,0
H,200810,200906,0,MXP,13.1667,68930.66,-68392.06,0,0
H,200810,200907,0,MXP,13.1722,68249.26,-71417.07,0,0
H,200810,200908,0,MXP,13.2125,3840.27,-9217.76,0,0
H,200810,200909,0,MXP,13.314,4987.25,-16459.8,0,0
H,200810,201002,0,MXP,13.0098,16558.9,-14985.36,0,0
H,200810,201004,0,MXP,12.3306,-8157.84,-1824.18,0,0
H,200810,201006,0,MXP,12.9146,39587.34,-8682.01,0,0
H,200810,201007,0,MXP,12.8441,2900,-2900,0,0
H,200810,201010,0,MXP,12.5998,-992,992,0,0
H,200810,201012,0,MXP,12.4664,-27633.58,-3795.26,0,0
H,200811,200901,0,MXP,13.8325,372669.04,-493457.28,0,0
H,200811,200902,0,MXP,14.3097,587698.32,-474873.68,0,0
H,200811,200903,0,MXP,15.0698,145831.08,-250171.97,0,0
H,200811,200904,0,MXP,14.1517,55433.9,-118051.47,0,0
H,200811,200905,0,MXP,13.8443,361871.12,-114444.19,0,0
H,200811,200906,0,MXP,13.1667,38760.68,-107714.03,0,0
H,200811,200907,0,MXP,13.1722,24293.9,-37599.84,0,0
H,200811,200908,0,MXP,13.2125,46896.02,-404460.53,0,0
H,200811,200909,0,MXP,13.314,21938.42,-21387.8,0,0
H,200811,201001,0,MXP,13.0659,670,-670,0,0
H,200811,201002,0,MXP,13.0098,0,0,0,0
H,200811,201003,0,MXP,12.7769,0,1730,0,0
H,200811,201004,0,MXP,12.3306,-2919.68,2919.68,0,0
H,200811,201005,0,MXP,12.2626,1431.23,0,0,0
H,200811,201006,0,MXP,12.9146,16826.62,-3970.09,0,0
H,200811,201008,0,MXP,12.6455,26826.12,-26826.12,0,0
H,200811,201009,0,MXP,13.1676,-14851.33,-1152.93,0,0
H,200811,201010,0,MXP,12.5998,-13.5,0,0,0
H,200811,201012,0,MXP,12.4664,14452.83,-14452.83,0,0
H,200811,201101,0,MXP,12.3496,-150,150,0,0
H,200812,200901,0,MXP,13.8325,441733.6,-291316.08,0,0
H,200812,200902,0,MXP,14.3097,566344.84,-504061.82,0,0
H,200812,200903,0,MXP,15.0698,207456.54,-304105.95,0,0
H,200812,200904,0,MXP,14.1517,73773.08,-113463.64,0,0
H,200812,200905,0,MXP,13.8443,54156.27,-78724.83,0,0
H,200812,200906,0,MXP,13.1667,60970.95,-138741.74,0,0
H,200812,200907,0,MXP,13.1722,33807,-21930.37,0,0
H,200812,200908,0,MXP,13.2125,3377.26,-41636.34,0,0
H,200812,200909,0,MXP,13.314,3475.28,-11694.94,100,0
H,200812,201002,0,MXP,13.0098,400,-400,0,0
H,200812,201003,0,MXP,12.7769,0,0,0,0
H,200812,201006,0,MXP,12.9146,1764.99,0,0,0
H,200812,201007,0,MXP,12.8441,0,-1764.99,0,0
H,200812,201011,0,MXP,12.3387,0,0,1500,0
H,200812,201101,0,MXP,12.3496,7280,-7280,0,0
H,200812,201103,0,MXP,12.1062,0,0,1500,0
H,200812,201107,0,MXP,11.723,943.62,-943.62,0,0
H,200901,200901,0,MXP,13.8325,181702.96,-87042.11,0,0
H,200901,200902,0,MXP,14.3097,924135.01,-571831.1,0,0
H,200901,200903,0,MXP,15.0698,594481.92,-629054.51,0,0
H,200901,200904,0,MXP,14.1517,187118.06,-337760.08,0,0
H,200901,200905,0,MXP,13.8443,100148.51,-176200.79,0,0
H,200901,200906,0,MXP,13.1667,23310.21,-111337.94,0,0
H,200901,200907,0,MXP,13.1722,9576.92,-52155.95,0,0
H,200901,200908,0,MXP,13.2125,43112.19,-40636.54,0,0
H,200901,200909,0,MXP,13.314,39654.36,-60918.17,200,0
H,200901,201001,0,MXP,13.0659,14989.06,-7350,0,0
H,200901,201002,0,MXP,13.0098,-241.72,-770.84,0,0
H,200901,201003,0,MXP,12.7769,-900,0,0,0
H,200901,201005,0,MXP,12.2626,15000,0,0,0
H,200901,201006,0,MXP,12.9146,2900,-6758.23,0,0
H,200901,201008,0,MXP,12.6455,-3500,0,0,0
H,200901,201010,0,MXP,12.5998,-15000,0,0,0
H,200901,201011,0,MXP,12.3387,808.62,-808.62,0,0
H,200901,201012,0,MXP,12.4664,-421.84,0,0,0
H,200901,201103,0,MXP,12.1062,0,0,1500,0
H,200901,201207,0,MXP,13.4084,0,0,0,0
H,200901,201208,0,MXP,13.2833,14900,0,0,0
H,200901,201209,0,MXP,13.2571,0,-14900,0,0
H,200902,200902,0,MXP,14.3097,279455.29,-135067.36,0,0
H,200902,200903,0,MXP,15.0698,1396771.75,-933226.15,0,0
H,200902,200904,0,MXP,14.1517,779801.03,-919184.26,0,0
H,200902,200905,0,MXP,13.8443,290005.25,-315108.95,0,0
H,200902,200906,0,MXP,13.1667,190252.55,-270994.87,0,0
H,200902,200907,0,MXP,13.1722,40855.05,-240589.42,0,0
H,200902,200908,0,MXP,13.2125,26912.51,-105051.5,0,0
H,200902,200909,0,MXP,13.314,27798.66,-63279.47,0,0
H,200902,201001,0,MXP,13.0659,1179.97,-7090,0,0
H,200902,201002,0,MXP,13.0098,5343.85,-3453.7,0,0
H,200902,201003,0,MXP,12.7769,500,-1320,0,0
H,200902,201005,0,MXP,12.2626,-7785,6408,0,0
H,200902,201006,0,MXP,12.9146,6530,-6800,0,0
H,200902,201007,0,MXP,12.8441,1400,-1400,0,0
H,200902,201012,0,MXP,12.4664,-850,0,0,0
H,200902,201103,0,MXP,12.1062,-123.15,0,0,0
H,200902,201104,0,MXP,11.9084,-550,0,0,0
H,200903,200903,0,MXP,15.0698,530721.81,-213750.38,0,0
H,200903,200904,0,MXP,14.1517,1298111.29,-1252701.37,173.11,0
H,200903,200905,0,MXP,13.8443,838709.8,-832229.05,0,0
H,200903,200906,0,MXP,13.1667,202803.29,-324665.39,0,0
H,200903,200907,0,MXP,13.1722,208545.88,-275014.94,0,0
H,200903,200908,0,MXP,13.2125,154706.68,-224351.27,0,0
H,200903,200909,0,MXP,13.314,49795.85,-84466.95,0,0
H,200903,201001,0,MXP,13.0659,2436.75,-7268.06,0,0
H,200903,201002,0,MXP,13.0098,0,-2586.2,0,0
H,200903,201003,0,MXP,12.7769,2770.6,-2045.6,0,0
H,200903,201004,0,MXP,12.3306,7004.6,-4620,0,0
H,200903,201005,0,MXP,12.2626,16893.82,-16893.82,0,0
H,200903,201006,0,MXP,12.9146,-28771.66,-2384.6,100,0
H,200903,201007,0,MXP,12.8441,-1500,0,0,0
H,200903,201008,0,MXP,12.6455,-1695.05,0,0,0
H,200903,201009,0,MXP,13.1676,5850,-5850,0,0
H,200903,201011,0,MXP,12.3387,0,-581.49,0,0
H,200903,201012,0,MXP,12.4664,1500,-900,3456.55,0
H,200903,201101,0,MXP,12.3496,-600,0,0,0
H,200904,200904,0,MXP,14.1517,121674.87,-53715.76,0,0
H,200904,200905,0,MXP,13.8443,486001.06,-406528.1,0,0
H,200904,200906,0,MXP,13.1667,258089.13,-259413.21,0,0
H,200904,200907,0,MXP,13.1722,149817.47,-239698.1,0,0
H,200904,200908,0,MXP,13.2125,36520.47,-54967.04,0,0
H,200904,200909,0,MXP,13.314,18991.34,-41414.54,0,0
H,200904,201001,0,MXP,13.0659,225,-252.17,0,0
H,200904,201002,0,MXP,13.0098,7883.55,-8108.55,0,0
H,200904,201006,0,MXP,12.9146,6153.41,406.64,0,0
H,200904,201008,0,MXP,12.6455,-151.64,-255,0,0
H,200904,201104,0,MXP,11.9084,-6153.41,0,0,0
H,200905,200905,0,MXP,13.8443,150861,-40702.71,0,0
H,200905,200906,0,MXP,13.1667,1137781.98,-855343.41,0,0
H,200905,200907,0,MXP,13.1722,651687.52,-753867.37,0,0
H,200905,200908,0,MXP,13.2125,132246.64,-286316.01,0,0
H,200905,200909,0,MXP,13.314,45224.67,-71042.98,200,0
H,200905,201001,0,MXP,13.0659,5874.02,-250,0,0
H,200905,201002,0,MXP,13.0098,1649.99,-2808.72,0,0
H,200905,201003,0,MXP,12.7769,3102.96,-170.15,0,0
H,200905,201004,0,MXP,12.3306,2041.15,-2050,0,0
H,200905,201005,0,MXP,12.2626,2084.99,-2923.95,0,0
H,200905,201006,0,MXP,12.9146,0,-2085,0,0
H,200905,201007,0,MXP,12.8441,858.99,-1704,0,0
H,200905,201008,0,MXP,12.6455,17047.34,-20456.79,0,0
H,200905,201012,0,MXP,12.4664,-300,1200,2469.52,0
H,200905,201101,0,MXP,12.3496,-1250,0,0,0
H,200905,201102,0,MXP,12.1519,334,0,0,0
H,200905,201103,0,MXP,12.1062,0,-334,0,0
H,200905,201104,0,MXP,11.9084,-5235.29,0,0,0
H,200906,200906,0,MXP,13.1667,457247.48,-212712.8,0,0
H,200906,200907,0,MXP,13.1722,1385891.74,-1270335.87,0,0
H,200906,200908,0,MXP,13.2125,379166.63,-632665.68,100,0
H,200906,200909,0,MXP,13.314,101664.78,-134577.02,300,0
